渠道代号	日均UV	平均注册率	平均搜索量	访问深度	平均停留时间	订单转化率	投放总时间	素材类型	广告类型	合作方式	广告尺寸	广告卖点
A700	111.35 	0.0010 	0.0852 	2.0015 	526.58 	0.0008 	30.00 	swf	不确定	roi	600*90	直降
A701	77.85 	0.0008 	0.0544 	1.7753 	530.35 	0.0026 	28.00 	swf	不确定	roi	600*90	直降
A702	42.90 	0.0004 	0.0779 	1.7904 	554.10 	0.0007 	13.00 	swf	不确定	roi	600*90	直降
A703	1.64 	0.0000 	0.1908 	4.4580 	1123.75 	0.0218 	14.00 	swf	不确定	roi	600*90	直降
A704	1.63 	0.0000 	0.6049 	3.4585 	451.30 	0.0088 	14.00 	swf	不确定	roi	600*90	直降
A705	2.71 	0.0000 	0.6042 	3.1484 	502.25 	0.0053 	17.00 	swf	不确定	roi	600*90	直降
A706	0.94 	0.0091 	0.6909 	2.6545 	331.60 	0.0000 	9.00 	swf	不确定	roi	600*90	直降
A707	1.71 	0.0000 	0.6406 	2.6544 	308.71 	0.0056 	21.00 	swf	不确定	roi	600*90	直降
A708	1.79 	0.0125 	0.5750 	3.9458 	402.23 	0.0133 	26.00 	swf	不确定	roi	600*90	直降
A709	82.15 	0.0007 	0.0270 	1.1681 	492.83 	0.0002 	14.00 	swf	不确定	roi	600*90	直降
A710	236.71 	0.0005 	0.0252 	1.1278 	422.25 	0.0003 	29.00 	swf	不确定	roi	600*90	直降
A711	80.21 	0.0007 	0.0248 	1.2758 	372.19 	0.0004 	26.00 	swf	不确定	roi	600*90	直降
A712	115.09 	0.0016 	0.0512 	1.8003 	317.08 	0.0010 	15.00 	swf	不确定	roi	600*90	直降
A713	405.54 	0.0003 	0.0261 	1.1573 	507.82 	0.0002 	16.00 	swf	不确定	roi	600*90	直降
A714	368.15 	0.0001 	0.0289 	1.1453 	444.78 	0.0005 	16.00 	swf	不确定	roi	600*90	直降
A715	98.09 	0.0000 	0.0322 	1.1556 	491.25 	0.0003 	2.00 	swf	不确定	roi	600*90	直降
A719	12.50 	0.0000 	0.0202 	2.2552 	310.34 	0.0061 	27.00 	jpg	不确定	cpc	600*90	直降
A720	2010.30 	0.0007 	0.0165 	2.9561 	78.74 	0.0012 	12.00 	jpg	不确定	cpc	600*90	直降
A721	3.65 	0.0000 	0.0000 	2.6822 	46.35 	0.0000 	23.00 	jpg	不确定	cpc	600*90	直降
A725	371.45 	0.0003 	0.0112 	1.1378 	322.56 	0.0005 	26.00 	jpg	不确定	cpc	600*90	直降
A726	4.36 	0.0200 	0.0040 	3.2395 	393.26 	0.0246 	3.00 	jpg	不确定	cpc	600*90	直降
A727	61.36 	0.0003 	0.0092 	1.4175 	219.99 	0.0001 	27.00 	jpg	不确定	cpc	600*90	直降
A722	0.23 	0.0000 	0.0000 	4.3333 	329.51 	0.0725 	5.00 	swf	不确定	cpd	600*90	直降
A723	0.11 	0.0000 	0.0222 	9.4333 	804.01 	0.2165 	5.00 	swf	不确定	cpd	600*90	直降
A724	4.75 	0.0033 	0.3719 	3.9950 	389.79 	0.0080 	28.00 	swf	不确定	cpd	600*90	直降
A728	63.19 	0.0000 	0.0117 	1.4318 	182.71 	0.0000 	27.00 	jpg	不确定	cpc	600*90	直降
A729	41.97 	0.0000 	0.0017 	2.2348 	147.56 	0.0000 	26.00 	jpg	不确定	cpc	600*90	直降
A730	127.32 	0.0001 	0.0065 	1.1318 	333.48 	0.0001 	24.00 	jpg	不确定	cpc	600*90	直降
A731	102.68 	0.0001 	0.0070 	1.1007 	350.83 	0.0000 	29.00 	jpg	不确定	cpc	600*90	直降
A732	87.89 	0.0004 	0.0152 	1.4067 	214.85 	0.0001 	2.00 	jpg	不确定	cpc	600*90	直降
A733	25.46 	0.0000 	0.0159 	1.4573 	148.43 	0.0000 	17.00 	jpg	不确定	cpc	600*90	直降
A734	31.91 	0.0000 	0.0055 	1.0897 	310.99 	0.0001 	3.00 	jpg	不确定	cpc	600*90	直降
A735	11.22 	0.0000 	0.0121 	1.0761 	271.63 	0.0000 	2.00 	jpg	不确定	cpc	600*90	直降
A736	86.56 	0.0000 	0.0094 	1.1302 	299.21 	0.0006 	12.00 	jpg	不确定	cpc	600*90	直降
A737	29.16 	0.0003 	0.0108 	1.3902 	212.71 	0.0001 	15.00 	jpg	不确定	cpc	600*90	直降
A738	8.43 	0.0000 	0.0156 	1.4589 	119.47 	0.0000 	23.00 	jpg	不确定	cpc	600*90	直降
A739	88.43 	0.0001 	0.0072 	1.1156 	298.95 	0.0001 	30.00 	jpg	不确定	cpc	600*90	直降
A740	100.83 	0.0001 	0.0062 	1.1100 	306.65 	0.0001 	16.00 	jpg	不确定	cpc	600*90	直降
A741	516.51 	0.0003 	0.0089 	1.1104 	336.76 	0.0003 	13.00 	jpg	不确定	cpc	600*90	直降
A742	20.22 	0.0005 	0.0130 	1.4755 	208.70 	0.0001 	24.00 	jpg	不确定	cpc	600*90	直降
A743	20.48 	0.0014 	0.0110 	1.4768 	124.30 	0.0001 	30.00 	jpg	不确定	cpc	600*90	直降
A744	72.68 	0.0006 	0.0122 	1.6450 	175.94 	0.0000 	22.00 	jpg	不确定	cpc	600*90	直降
A745	20.71 	0.0005 	0.0137 	1.6322 	105.84 	0.0001 	12.00 	jpg	不确定	cpc	600*90	直降
A746	103.42 	0.0000 	0.0079 	1.1083 	309.93 	0.0000 	23.00 	jpg	不确定	cpc	600*90	直降
A747	78.84 	0.0009 	0.0055 	1.1112 	340.94 	0.0001 	21.00 	jpg	不确定	cpc	600*90	直降
A748	227.98 	0.0004 	0.0104 	1.1066 	288.38 	0.0002 	3.00 	jpg	不确定	cpc	600*90	直降
A749	77.30 	0.0000 	0.0135 	1.3842 	216.80 	0.0000 	25.00 	jpg	不确定	cpc	600*90	直降
A750	88.85 	0.0000 	0.0106 	1.4039 	229.30 	0.0003 	23.00 	jpg	不确定	cpc	600*90	直降
A751	45.53 	0.0002 	0.0128 	1.5607 	205.10 	0.0001 	6.00 	jpg	不确定	cpc	600*90	直降
A752	100.35 	0.0000 	0.0069 	1.1180 	305.18 	0.0002 	3.00 	jpg	不确定	cpc	600*90	直降
A753	76.59 	0.0000 	0.0043 	1.1212 	295.79 	0.0000 	6.00 	jpg	不确定	cpc	600*90	直降
A754	564.96 	0.0003 	0.0092 	1.1189 	340.37 	0.0003 	11.00 	jpg	不确定	cpc	600*90	直降
A755	3.69 	0.0250 	0.0159 	3.2568 	370.63 	0.0213 	22.00 	jpg	不确定	cpc	600*90	直降
A756	0.54 	0.0120 	0.0000 	5.9880 	785.16 	0.0882 	26.00 	jpg	不确定	cpc	600*90	直降
A757	93.25 	0.0000 	0.0049 	1.1037 	300.77 	0.0001 	8.00 	jpg	不确定	cpc	600*90	直降
A758	38.13 	0.0000 	0.0052 	1.0733 	280.93 	0.0000 	27.00 	jpg	不确定	cpc	600*90	直降
A759	138.69 	0.0000 	0.0068 	1.1093 	322.23 	0.0001 	7.00 	jpg	不确定	cpc	600*90	直降
A760	103.66 	0.0003 	0.0059 	1.1234 	319.47 	0.0003 	18.00 	jpg	不确定	cpc	600*90	直降
A761	421.81 	0.0002 	0.0097 	1.1094 	319.94 	0.0002 	29.00 	jpg	不确定	cpc	600*90	直降
A762	16.11 	0.0000 	0.0102 	1.3539 	286.76 	0.0000 	18.00 	jpg	不确定	cpc	600*90	直降
A763	46.16 	0.0000 	0.0123 	1.3923 	190.95 	0.0000 	11.00 	jpg	不确定	cpc	600*90	直降
A764	21.02 	0.0000 	0.0052 	1.5407 	63.40 	0.0000 	27.00 	jpg	不确定	cpc	600*90	直降
A825	0.81 	0.0000 	0.0000 	1.8519 	50.10 	0.0000 	21.00 	gif	不确定	cpc	600*90	直降
A827	4.42 	0.0000 	0.0000 	98.9799 	4450.83 	0.0000 	29.00 	gif	不确定	cpc	600*90	直降
A765	31.75 	0.0000 	0.0000 	2.0019 	250.23 	0.0000 	8.00 	swf	不确定	roi	600*90	直降
A766	122.69 	0.0000 	0.0000 	2.0321 	184.13 	0.0000 	29.00 	swf	不确定	roi	600*90	直降
A767	1680.85 	0.0074 	0.0876 	2.6838 	356.09 	0.0113 	15.00 	swf	不确定	cpd	600*90	直降
A768	4.62 	0.0063 	0.8701 	4.1252 	797.91 	0.0124 	2.00 	swf	不确定	roi	600*90	直降
A769	48.84 	0.0000 	0.0000 	2.0648 	282.41 	0.0000 	27.00 	swf	不确定	roi	600*90	直降
A770	392.66 	0.0000 	0.0000 	2.1555 	258.40 	0.0000 	9.00 	swf	不确定	roi	600*90	直降
A771	451.06 	0.0000 	0.0000 	2.0421 	188.43 	0.0000 	9.00 	swf	不确定	roi	600*90	直降
A772	241.59 	0.0000 	0.0000 	2.2202 	253.50 	0.0000 	14.00 	swf	不确定	roi	600*90	直降
A773	525.75 	0.0000 	0.0000 	2.0210 	252.09 	0.0000 	15.00 	swf	不确定	roi	600*90	直降
A774	197.59 	0.0000 	0.0000 	2.0991 	297.26 	0.0000 	4.00 	swf	不确定	roi	600*90	直降
A775	876.45 	0.0000 	0.0000 	2.0228 	326.46 	0.0000 	16.00 	swf	不确定	roi	600*90	直降
A776	716.67 	0.0000 	0.0000 	2.2846 	236.66 	0.0000 	29.00 	swf	不确定	roi	600*90	直降
A777	192.63 	0.0000 	0.0000 	2.1933 	286.13 	0.0000 	30.00 	swf	不确定	roi	600*90	直降
A778	323.36 	0.0000 	0.0007 	2.1823 	178.28 	0.0000 	16.00 	swf	不确定	roi	600*90	直降
A779	803.04 	0.0000 	0.0017 	2.4799 	149.81 	0.0000 	30.00 	swf	不确定	roi	600*90	直降
A780	559.37 	0.0000 	0.0007 	2.1230 	94.46 	0.0000 	30.00 	swf	不确定	roi	600*90	直降
A781	64.76 	0.0000 	0.0000 	1.9951 	256.57 	0.0000 	12.00 	swf	不确定	roi	600*90	直降
A782	116.99 	0.0000 	0.0000 	2.0305 	183.96 	0.0000 	24.00 	swf	不确定	roi	600*90	直降
A783	645.58 	0.0000 	0.0000 	2.1543 	231.31 	0.0001 	7.00 	swf	不确定	roi	600*90	直降
A784	386.23 	0.0000 	0.0000 	2.0153 	308.77 	0.0000 	15.00 	swf	不确定	roi	600*90	直降
A785	283.03 	0.0001 	0.0000 	2.1235 	328.11 	0.0001 	24.00 	swf	不确定	roi	600*90	直降
A786	935.84 	0.0000 	0.0000 	2.0259 	314.37 	0.0000 	27.00 	swf	不确定	roi	600*90	直降
A787	733.91 	0.0000 	0.0001 	2.1692 	222.04 	0.0000 	21.00 	swf	不确定	roi	600*90	直降
A788	154.99 	0.0001 	0.0000 	2.0652 	246.43 	0.0002 	20.00 	swf	不确定	roi	600*90	直降
A789	573.99 	0.0000 	0.0016 	2.4101 	253.02 	0.0000 	4.00 	swf	不确定	roi	600*90	直降
A790	568.75 	0.0000 	0.0018 	2.4239 	112.60 	0.0000 	22.00 	swf	不确定	roi	600*90	直降
A791	1434.15 	0.0000 	0.0027 	1.4060 	218.51 	0.0000 	26.00 	swf	不确定	roi	600*90	直降
A792	1166.81 	0.0001 	0.0010 	1.7227 	129.32 	0.0000 	12.00 	swf	不确定	roi	600*90	直降
A793	11.85 	0.0070 	0.6776 	3.0425 	486.80 	0.0070 	13.00 	swf	不确定	roi	600*90	直降
A794	2.46 	0.0188 	0.0875 	3.9750 	645.35 	0.0184 	14.00 	swf	不确定	roi	600*90	直降
A795	1.06 	0.0245 	0.4663 	3.9755 	621.63 	0.0157 	14.00 	swf	不确定	cpd	600*90	直降
A796	273.45 	0.0000 	0.0000 	2.0382 	187.23 	0.0000 	6.00 	swf	不确定	roi	600*90	直降
A797	468.49 	0.0000 	0.0000 	2.1511 	229.68 	0.0000 	30.00 	swf	不确定	roi	600*90	直降
A798	151.78 	0.0000 	0.0000 	2.1131 	327.71 	0.0001 	20.00 	swf	不确定	roi	600*90	直降
A799	430.40 	0.0000 	0.0000 	1.9811 	332.93 	0.0001 	9.00 	swf	不确定	roi	600*90	直降
A800	881.65 	0.0000 	0.0000 	2.1220 	232.79 	0.0000 	13.00 	swf	不确定	roi	600*90	直降
A801	526.27 	0.0000 	0.0000 	2.1132 	300.40 	0.0000 	10.00 	swf	不确定	roi	600*90	直降
A802	369.87 	0.0000 	0.0012 	2.1813 	196.30 	0.0002 	15.00 	swf	不确定	roi	600*90	直降
A803	91.08 	0.0000 	0.0000 	2.1698 	242.23 	0.0000 	3.00 	swf	不确定	roi	600*90	直降
A804	124.99 	0.0000 	0.0000 	2.0332 	185.72 	0.0000 	19.00 	swf	不确定	roi	600*90	直降
A805	123.17 	0.0000 	0.0000 	2.0698 	266.70 	0.0000 	11.00 	swf	不确定	roi	600*90	直降
A806	466.87 	0.0000 	0.0014 	2.0575 	213.56 	0.0000 	1.00 	swf	不确定	roi	600*90	直降
A807	497.70 	0.0000 	0.0017 	2.4297 	89.53 	0.0000 	23.00 	swf	不确定	roi	600*90	直降
A808	533.73 	0.0000 	0.0004 	2.0839 	85.83 	0.0000 	2.00 	swf	不确定	roi	600*90	直降
A809	580.53 	0.0000 	0.0000 	2.1909 	241.37 	0.0000 	4.00 	swf	不确定	roi	600*90	直降
A810	714.43 	0.0000 	0.0006 	1.9956 	211.52 	0.0000 	26.00 	swf	不确定	roi	600*90	直降
A811	317.57 	0.0000 	0.0000 	2.0904 	299.88 	0.0000 	26.00 	swf	不确定	roi	600*90	直降
A812	558.48 	0.0000 	0.0010 	2.5033 	172.26 	0.0000 	28.00 	swf	不确定	roi	600*90	直降
A813	2200.39 	0.0000 	0.0026 	1.5730 	218.53 	0.0000 	24.00 	swf	不确定	roi	600*90	直降
A814	604.84 	0.0000 	0.0004 	2.2709 	122.73 	0.0000 	25.00 	swf	不确定	roi	600*90	秒杀
A815	715.77 	0.0000 	0.0000 	2.0563 	253.99 	0.0000 	28.00 	swf	不确定	roi	600*90	秒杀
A816	2167.97 	0.0000 	0.0000 	2.0895 	376.69 	0.0000 	24.00 	swf	不确定	roi	600*90	秒杀
A817	394.30 	0.0000 	0.0000 	2.6812 	344.62 	0.0000 	26.00 	swf	不确定	roi	600*90	秒杀
A818	609.12 	0.0001 	0.0005 	2.9256 	335.58 	0.0001 	28.00 	swf	不确定	roi	600*90	秒杀
A819	386.16 	0.0000 	0.0003 	2.5766 	159.34 	0.0000 	21.00 	swf	不确定	roi	600*90	秒杀
A820	67.24 	0.0000 	0.0003 	2.1527 	258.95 	0.0000 	10.00 	swf	不确定	roi	600*90	秒杀
A821	121.94 	0.0000 	0.0001 	2.0297 	184.99 	0.0000 	16.00 	swf	不确定	roi	600*90	秒杀
A822	46.92 	0.0000 	0.0000 	1.9105 	197.56 	0.0000 	15.00 	swf	不确定	roi	600*90	秒杀
A823	133.72 	0.0000 	0.0000 	1.9878 	291.94 	0.0000 	23.00 	swf	不确定	roi	600*90	秒杀
A824	339.39 	0.0000 	0.0010 	1.9986 	200.04 	0.0000 	13.00 	swf	不确定	roi	600*90	秒杀
A883	3268.41 	0.0015 	0.0069 	1.8947 	225.85 	0.0022 	7.00 	jpg	不确定	cpc	600*90	秒杀
A884	4.35 	0.0000 	0.0023 	1.0114 	132.58 	0.0000 	2.00 	jpg	不确定	cpc	600*90	秒杀
A885	2417.78 	0.0016 	0.0055 	1.7886 	235.83 	0.0018 	22.00 	jpg	不确定	cpc	600*90	秒杀
A828	19.64 	0.0000 	0.0753 	1.8636 	156.30 	0.0019 	22.00 	jpg	不确定	roi	600*90	秒杀
A829	1.12 	0.0000 	0.1278 	1.5789 	129.15 	0.0000 	28.00 	jpg	不确定	roi	600*90	秒杀
A830	14.04 	0.0000 	0.0200 	1.7465 	124.91 	0.0002 	30.00 	jpg	不确定	roi	600*90	秒杀
A831	25.48 	0.0000 	0.0075 	2.0990 	142.16 	0.0004 	27.00 	jpg	不确定	roi	600*90	秒杀
A832	16.34 	0.0000 	0.0189 	1.8854 	157.41 	0.0001 	14.00 	jpg	不确定	roi	600*90	秒杀
A833	3.96 	0.0000 	0.0019 	1.5364 	125.04 	0.0012 	21.00 	jpg	不确定	roi	600*90	秒杀
A834	0.76 	0.0000 	1.0370 	1.3086 	236.06 	0.0000 	14.00 	jpg	不确定	roi	600*90	秒杀
A835	1.43 	0.0000 	0.1341 	6.0670 	630.79 	0.0666 	21.00 	jpg	不确定	roi	600*90	秒杀
A836	26.64 	0.0000 	0.0041 	2.8518 	282.28 	0.0000 	22.00 	jpg	不确定	roi	600*90	秒杀
A837	2.59 	0.0000 	0.0147 	2.2198 	144.09 	0.0028 	28.00 	jpg	不确定	roi	600*90	秒杀
A838	14.87 	0.0005 	0.0020 	1.9985 	196.04 	0.0026 	20.00 	jpg	不确定	roi	600*90	秒杀
A839	49.73 	0.0000 	0.0008 	2.3221 	42.84 	0.0000 	13.00 	jpg	不确定	roi	600*90	秒杀
A840	176.58 	0.0000 	0.0017 	2.3496 	38.59 	0.0000 	28.00 	jpg	不确定	roi	600*90	秒杀
A841	416.84 	0.0000 	0.0018 	2.3554 	38.78 	0.0001 	19.00 	jpg	不确定	roi	600*90	秒杀
A842	408.11 	0.0000 	0.0013 	2.2521 	38.21 	0.0000 	20.00 	jpg	不确定	roi	600*90	秒杀
A843	6.06 	0.0000 	0.0000 	2.2750 	201.35 	0.0012 	12.00 	jpg	不确定	roi	600*90	秒杀
A862	0.79 	0.0000 	0.0000 	2.8354 	66.37 	0.0000 	14.00 	jpg	不确定	roi	600*90	秒杀
A863	0.72 	0.0000 	0.4805 	1.6883 	467.18 	0.0000 	11.00 	jpg	不确定	roi	600*90	秒杀
A864	0.76 	0.0000 	0.0117 	10.1211 	1005.39 	0.0909 	27.00 	jpg	不确定	roi	600*90	秒杀
A865	1741.81 	0.0001 	0.0022 	2.4836 	98.39 	0.0000 	18.00 	jpg	不确定	roi	600*90	秒杀
A866	6098.97 	0.0003 	0.0077 	2.4210 	140.04 	0.0009 	4.00 	jpg	不确定	roi	600*90	秒杀
A867	172.62 	0.0002 	0.0032 	2.8346 	303.85 	0.0002 	5.00 	jpg	不确定	roi	600*90	秒杀
A868	10.42 	0.0000 	0.0028 	2.7075 	277.46 	0.0000 	20.00 	jpg	不确定	roi	600*90	秒杀
A869	20.94 	0.0000 	0.0042 	2.6971 	275.51 	0.0001 	10.00 	jpg	不确定	roi	600*90	秒杀
A870	848.12 	0.0002 	0.0057 	3.0121 	308.63 	0.0005 	15.00 	jpg	不确定	roi	600*90	秒杀
A871	65.09 	0.0022 	0.0461 	3.6031 	310.80 	0.0040 	30.00 	jpg	不确定	roi	600*90	秒杀
A872	52.41 	0.0002 	0.0015 	2.8241 	250.80 	0.0000 	6.00 	jpg	不确定	roi	600*90	秒杀
A873	417.27 	0.0000 	0.0066 	2.7978 	281.09 	0.0004 	18.00 	jpg	不确定	roi	600*90	秒杀
A874	386.96 	0.0012 	0.0193 	3.1531 	250.27 	0.0049 	10.00 	jpg	不确定	roi	600*90	秒杀
A875	8.16 	0.0047 	0.0198 	1.8884 	232.34 	0.0020 	29.00 	jpg	不确定	roi	600*90	秒杀
A876	1008.22 	0.0003 	0.0047 	2.2518 	71.82 	0.0009 	30.00 	jpg	不确定	roi	600*90	秒杀
A877	87.49 	0.0000 	0.0016 	2.2137 	44.81 	0.0001 	11.00 	jpg	不确定	roi	600*90	秒杀
A878	40.21 	0.0000 	0.0027 	2.1840 	39.11 	0.0000 	6.00 	jpg	不确定	roi	600*90	秒杀
A879	152.22 	0.0001 	0.0029 	2.2023 	93.46 	0.0000 	6.00 	jpg	不确定	roi	600*90	秒杀
A880	91.79 	0.0053 	0.0240 	3.7476 	541.15 	0.0142 	22.00 	jpg	不确定	roi	600*90	秒杀
A881	1488.17 	0.0014 	0.0071 	2.1687 	145.95 	0.0029 	3.00 	jpg	不确定	roi	480*360	秒杀
A882	8.68 	0.0040 	0.4197 	2.6044 	332.11 	0.0044 	8.00 	jpg	不确定	cpc	480*360	秒杀
A886	3.81 	0.0000 	0.0000 	1.0340 	466.08 	0.0000 	11.00 	jpg	不确定	cpc	480*360	秒杀
A887	12586.93 	0.0022 	0.0059 	2.1795 	268.10 	0.0028 	21.00 	jpg	不确定	cpc	480*360	秒杀
A888	11.14 	0.0000 	0.0018 	1.0036 	130.71 	0.0000 	16.00 	jpg	不确定	cpc	480*360	秒杀
A889	1.32 	0.0000 	0.0000 	1.2500 	75.83 	0.0000 	24.00 	jpg	不确定	cpc	480*360	秒杀
A890	9669.94 	0.0011 	0.0024 	1.6890 	405.86 	0.0016 	23.00 	jpg	不确定	cpc	480*360	秒杀
A891	3.63 	0.0000 	0.0000 	1.0054 	476.24 	0.0000 	8.00 	jpg	不确定	cpc	480*360	秒杀
A892	2.19 	0.0000 	0.0000 	1.0676 	506.51 	0.0000 	24.00 	jpg	不确定	cpc	480*360	秒杀
A36	0.79 	0.0000 	0.0000 	4.8767 	595.11 	0.0603 	29.00 	jpg	横幅	roi	960*126	打折
A506	0.93 	0.0000 	0.0000 	1.9785 	2.42 	0.0000 	18.00 	jpg	横幅	cpc	960*126	打折
A507	0.94 	0.0000 	0.0000 	1.9681 	1.99 	0.0000 	10.00 	jpg	横幅	cpc	960*126	打折
A508	0.95 	0.0000 	0.0000 	1.9789 	2.62 	0.0000 	21.00 	jpg	横幅	cpc	960*126	满减
A509	0.92 	0.0000 	0.0000 	1.9783 	2.36 	0.0000 	9.00 	jpg	横幅	cpc	960*126	满减
A510	0.95 	0.0000 	0.0000 	1.9579 	2.63 	0.0000 	2.00 	jpg	横幅	cpc	960*126	满减
A511	0.93 	0.0000 	0.0000 	1.9677 	2.61 	0.0000 	24.00 	jpg	横幅	cpc	960*126	满减
A717	310.40 	0.0002 	0.0071 	2.5104 	162.94 	0.0007 	11.00 	sp	横幅	cpc	960*126	直降
A21	4517.26 	0.0008 	0.0026 	1.8983 	359.98 	0.0005 	14.00 	swf	通栏	cpc	900*120	打折
A22	4268.80 	0.0002 	0.0008 	1.5403 	447.43 	0.0003 	19.00 	swf	通栏	cpc	900*120	打折
A23	0.97 	0.0081 	0.5323 	4.3790 	496.18 	0.0638 	26.00 	swf	通栏	cpc	900*120	打折
A24	0.98 	0.0088 	0.5841 	3.0619 	410.61 	0.0194 	23.00 	swf	通栏	cpc	900*120	打折
A25	653.99 	0.0001 	0.0110 	1.7460 	543.46 	0.0002 	18.00 	swf	通栏	cpc	900*120	打折
A26	10.35 	0.0099 	0.1849 	4.2317 	421.06 	0.0122 	16.00 	swf	通栏	cpc	900*120	打折
A27	692.78 	0.0002 	0.0034 	1.6188 	358.16 	0.0003 	25.00 	swf	通栏	cpc	900*120	打折
A28	1461.75 	0.0005 	0.0061 	1.5859 	396.01 	0.0007 	17.00 	swf	通栏	cpc	900*120	打折
A29	1300.96 	0.0001 	0.0020 	1.5811 	682.62 	0.0001 	6.00 	swf	通栏	cpc	900*120	打折
A30	1210.01 	0.0004 	0.0049 	1.5768 	499.70 	0.0006 	14.00 	swf	通栏	cpc	900*120	打折
A31	1621.98 	0.0003 	0.0028 	1.2789 	521.24 	0.0003 	1.00 	swf	通栏	cpc	900*120	打折
A32	2663.84 	0.0007 	0.0022 	1.2722 	643.69 	0.0005 	17.00 	swf	通栏	cpc	900*120	打折
A33	342.76 	0.0007 	0.0101 	1.6931 	316.59 	0.0010 	25.00 	swf	通栏	cpc	900*120	打折
A34	288.36 	0.0000 	0.0010 	1.1331 	540.51 	0.0001 	6.00 	swf	通栏	cpc	900*120	打折
A37	1833.97 	0.0009 	0.0152 	1.6338 	450.03 	0.0013 	3.00 	swf	通栏	cpc	900*120	打折
A38	1777.75 	0.0002 	0.0023 	1.2588 	513.28 	0.0002 	5.00 	swf	通栏	cpc	900*120	打折
A39	1953.53 	0.0003 	0.0026 	1.1703 	633.08 	0.0002 	16.00 	swf	通栏	cpc	900*120	打折
A40	310.53 	0.0002 	0.0028 	1.1546 	543.80 	0.0001 	22.00 	swf	通栏	cpc	900*120	打折
A41	1370.38 	0.0001 	0.0016 	1.3939 	613.32 	0.0001 	10.00 	swf	通栏	cpd	900*120	打折
A826	0.86 	0.0000 	0.0000 	52.6591 	1932.61 	0.0000 	19.00 	gif	暂停	cpc	390*270	直降
