USERID,ORDERDATE,ORDERID,AMOUNTINFO
75651,2016-11-04,4168447110,69
158735,2016-11-04,4156013097,69
106036,2016-11-04,4195477850,69
153586,2016-11-04,4192063914,59
78718,2016-11-04,4193474797,59
84312,2016-11-04,4193537516,59
160512,2016-11-04,3894951088,59
93701,2016-11-04,4189596943,59
81628,2016-11-04,4119176345,56.9
88359,2016-11-04,4200726171,55
58476,2016-11-04,4015703002,55
119439,2016-11-04,4106966492,55
135684,2016-11-04,4148537976,51.8
71372,2016-11-04,4199607709,49
88155,2016-11-04,3949638926,49
108339,2016-11-04,4132266713,49
71244,2016-11-04,4171918860,49
133277,2016-11-04,4197415341,49
89595,2016-11-04,4191034722,49
56948,2016-11-04,4135027366,48
141016,2016-11-04,4201344213,46.9
71376,2016-11-04,4155161534,45
161862,2016-11-04,4012247076,44.9
136164,2016-11-04,4174857099,39
158597,2016-11-04,3893227906,39
105284,2016-11-04,4196370237,39
129994,2016-11-04,3749936243,39
96314,2016-11-04,4120785229,35
65898,2016-11-04,4191742260,35
92931,2016-11-04,4194682224,33.9
59015,2016-11-04,4193939362,29.9
121893,2016-11-04,4190528203,29.9
146139,2016-11-04,4202920620,29
154832,2016-11-04,4131380770,29
133759,2016-11-04,4202731269,29
77837,2016-11-04,4195870306,29
150719,2016-11-04,4192353093,27.9
109664,2016-11-04,4192701792,26.9
66142,2016-11-04,4171442256,21.9
152376,2016-11-04,4122713314,21.9
81060,2016-11-04,4162444037,21.9
87344,2016-11-04,4034353092,21.9
59030,2016-11-04,4171329766,21
105436,2016-11-04,4203255436,19.9
147294,2016-11-04,4196528217,19.9
60894,2016-11-04,3980171497,19.9
90659,2016-11-04,4190667135,19.9
63769,2016-11-04,4197260348,19
155591,2016-11-04,4191778016,18.2
116837,2016-11-04,4144926713,18
56730,2016-11-04,4107789345,17.9
69175,2016-11-04,3999220544,17.5
68448,2016-11-04,4201277640,16.9
161327,2016-11-04,4104477579,16.5
85336,2016-11-04,4120207284,15.9
107628,2016-11-04,4141394242,15.2
107790,2016-11-04,4097552225,15
112916,2016-11-04,4196053822,13.9
140210,2016-11-04,4084119756,13.9
104125,2016-11-04,4107892484,13.9
71529,2016-11-04,4104076740,13
148547,2016-11-04,4165179510,13
56863,2016-11-04,4117476703,12
80051,2016-11-04,4129654278,12
63329,2016-11-04,4117033426,11.9
143368,2016-11-04,4100817669,11.9
158135,2016-11-04,4101260155,11.9
62593,2016-11-04,4078029655,11.9
155238,2016-11-04,4189053296,11.9
70180,2016-11-04,4148975798,11.9
88494,2016-11-04,4118298114,11.9
113032,2016-11-04,4107749828,11
53123,2016-11-04,4106963816,10.9
147882,2016-11-04,3981631379,9.9
82427,2016-11-04,4191607502,9.9
133733,2016-11-04,4107211375,9.9
163939,2016-11-04,4174748468,9.9
125198,2016-11-04,4118398197,9.9
72073,2016-11-04,4023216548,9.9
97751,2016-11-04,4078493160,9.9
123845,2016-11-04,4191661483,9.9
150767,2016-11-04,4108263223,9.9
59816,2016-11-04,4190359276,9.9
89748,2016-11-04,4200779812,9.8
143983,2016-11-04,4080119078,8.9
83205,2016-11-04,4101230449,8.9
153845,2016-11-04,4110633658,8.9
113852,2016-11-04,4115275074,8.9
118547,2016-11-04,3980901760,8.9
111457,2016-11-04,4140953038,8.6
66566,2016-11-04,4109539853,8.6
111290,2016-11-04,4080599162,8.6
65592,2016-11-04,4107323530,8.6
116377,2016-11-04,4107227184,8.6
85056,2016-11-04,4100579418,8
96602,2016-11-04,4179073216,7.8
84265,2016-11-04,4077443648,7.8
51775,2016-11-04,4103307540,6.9
124900,2016-11-04,4187821839,6.8
158323,2016-11-04,4109696925,6.8
83623,2016-11-04,4075370733,6.8
104240,2016-11-04,4109562904,6.3
80194,2016-11-04,4062234839,6.3
113145,2016-11-04,4051928833,6.3
162788,2016-11-04,4109409958,6.3
113434,2016-11-04,4106797887,6.3
111321,2016-11-04,4075948658,6.3
55172,2016-11-04,4177250505,6.3
69678,2016-11-04,4096969652,6
56462,2016-11-04,4120387851,4.2
72234,2016-11-04,4191090655,4
96951,2016-11-04,4181552404,3.9
83975,2016-11-04,4035864739,0.5
143974,2016-11-04,3556740515,0.5
115139,2016-11-04,4191966778,0.5
136443,2016-11-04,4146663619,0.5
88751,2016-11-05,4195696133,9399
76422,2016-11-05,4200187313,6199
130318,2016-11-05,4200847728,5999
105305,2016-11-05,4172040485,4999
165021,2016-11-05,4197327933,4499
53647,2016-11-05,4202397910,4199
156233,2016-11-05,4192673747,4188
57077,2016-11-05,4190925825,4088
130580,2016-11-05,4195801799,3999
66313,2016-11-05,4195653038,3999
113495,2016-11-05,4191580050,3999
85201,2016-11-05,4190174484,3999
137613,2016-11-05,4190925663,3988
62708,2016-11-05,4197878210,3988
54679,2016-11-05,4190497507,3926
129709,2016-11-05,4191541046,3899
81928,2016-11-05,4174165244,3699
125936,2016-11-05,4197415437,3699
123562,2016-11-05,4192090737,3699
82426,2016-11-05,4202326600,3599
94453,2016-11-05,4195485750,3599
84830,2016-11-05,4197307709,3599
96893,2016-11-05,4198284708,3599
128202,2016-11-05,4198194975,3399
137378,2016-11-05,4199062762,3260
76485,2016-11-05,4202070522,3139
150006,2016-11-05,4198321097,3099
80886,2016-11-05,4193179718,3099
94327,2016-11-05,3900871570,2999
128038,2016-11-05,4195453466,2999
67251,2016-11-05,4193448279,2799
82887,2016-11-05,4167751160,2666
64307,2016-11-05,4199658583,2586
92428,2016-11-05,4202603932,2429
90818,2016-11-05,4196757783,2299
125951,2016-11-05,4198156002,2289
157394,2016-11-05,4199576593,2286
76941,2016-11-05,4193678745,2286
140363,2016-11-05,4119001848,2199
132024,2016-11-05,4202771032,2177
55643,2016-11-05,4072473179,1999
131134,2016-11-05,4199944865,1999
111382,2016-11-05,4193284080,1999
160694,2016-11-05,4074725487,1899
119299,2016-11-05,4199300663,1899
53721,2016-11-05,4195162313,1889
53638,2016-11-05,4190352915,1880
57653,2016-11-05,4192498861,1599
119044,2016-11-05,4193773250,1399
118759,2016-11-05,4194571885,1399
52465,2016-11-05,4193886845,1398
111520,2016-11-05,4201229548,1398
110487,2016-11-05,3379889463,1348
163814,2016-11-05,4192085577,1299
61372,2016-11-05,4203161896,1299
70539,2016-11-05,4195134137,1268
94750,2016-11-05,4195344756,1249
162110,2016-11-05,4174227177,1099
122060,2016-11-05,4195964190,999
89058,2016-11-05,4189899411,939
143514,2016-11-05,4078274638,899
148074,2016-11-05,4191196723,866
64669,2016-11-05,4192076421,866
105254,2016-11-05,4202181866,799
164320,2016-11-05,4198160455,790
81237,2016-11-05,4020160232,749
119140,2016-11-05,4192386238,688
114342,2016-11-05,4125771236,568
154582,2016-11-05,4194254731,499
57387,2016-11-05,4195812393,499
132130,2016-11-05,4084046397,417
114985,2016-11-05,4194054817,399
61238,2016-11-05,3981631496,399
145367,2016-11-05,4192587769,398
57731,2016-11-05,4178122740,338
140195,2016-11-05,4201924416,288
129376,2016-11-05,4197223879,279
121605,2016-11-05,4186862221,268
86708,2016-11-05,4195334061,249
161466,2016-11-05,4185091082,239
93406,2016-11-05,4194321220,229
153263,2016-11-05,4192198362,219
149865,2016-11-05,4195571295,199
124598,2016-11-05,4195702120,199
101298,2016-11-05,4191816928,189
57836,2016-11-05,4197976894,189
84588,2016-11-05,4195526420,179
81732,2016-11-05,4196896769,169
51395,2016-11-05,4152501576,169
127273,2016-11-05,4200589527,128
145015,2016-11-05,4199641935,119
66773,2016-11-05,4003441227,119
119252,2016-11-05,4179286097,105
85681,2016-11-05,4202551106,99
120984,2016-11-05,4197749630,99
103870,2016-11-05,4196843595,99
76711,2016-11-05,4190687307,96
140039,2016-11-05,4166155208,89
106754,2016-11-05,4191456892,89
134293,2016-11-05,4196286144,86
128727,2016-11-05,4168370519,79
88446,2016-11-05,4201887232,78
122205,2016-11-05,4149689071,69
149725,2016-11-05,4191027309,69
106769,2016-11-05,4191513182,69
162804,2016-11-05,4189956434,69
163975,2016-11-05,4184049720,62.9
71516,2016-11-05,4195817064,59
164103,2016-11-05,4190559627,59
107100,2016-11-05,4198231857,59
161935,2016-11-05,4189666020,59
106032,2016-11-05,4192487037,59
121486,2016-11-05,4178802504,59
112293,2016-11-05,4192578542,59
113646,2016-11-05,4192949563,59
97023,2016-11-05,4190637362,59
98402,2016-11-05,4192320900,59
65818,2016-11-05,4160387168,58
67281,2016-11-05,4193601321,55
101853,2016-11-05,4155399607,55
131721,2016-11-05,4171757033,49
100258,2016-11-05,4191148924,49
62226,2016-11-05,4193424112,42
74540,2016-11-05,4171548986,39
113187,2016-11-05,4197285884,39
114426,2016-11-05,4175915630,39
129520,2016-11-05,4202683230,38
119933,2016-11-05,4136308776,37
144342,2016-11-05,4198833382,35.4
54973,2016-11-05,4173637382,34.9
118825,2016-11-05,4192440509,32.8
125712,2016-11-05,4192588160,32
105680,2016-11-05,4193891402,29.9
83979,2016-11-05,3502852842,29.9
123308,2016-11-05,4196385434,29
112925,2016-11-05,4189126892,29
101851,2016-11-05,4005481428,29
69779,2016-11-05,4202767004,29
139070,2016-11-05,4198959608,29
157168,2016-11-05,3992841646,29
159135,2016-11-05,4130780261,28
164545,2016-11-05,4190264679,28
51692,2016-11-05,4190223214,26
84407,2016-11-05,4189336282,22.5
110472,2016-11-05,3982288133,21.9
133720,2016-11-05,4196375427,21.9
53990,2016-11-05,4192354350,21.9
161396,2016-11-05,4174296548,21.9
163730,2016-11-05,4191250774,21.9
95047,2016-11-05,3981424195,21
155156,2016-11-05,4154495915,20.6
143955,2016-11-05,4190633384,19.9
65409,2016-11-05,4195890915,19.9
89275,2016-11-05,4198968087,19.9
90490,2016-11-05,4190228896,19.9
150230,2016-11-05,4195323614,19.9
155091,2016-11-05,4199745183,19.9
115409,2016-11-05,4197974732,19.9
91076,2016-11-05,4196325047,19.9
78778,2016-11-05,4197153063,19.9
162106,2016-11-05,4198288632,19.9
53215,2016-11-05,4115806871,19
132186,2016-11-05,4174030185,19
145929,2016-11-05,4142240828,16.9
68789,2016-11-05,4121681780,16.9
72237,2016-11-05,3980983442,15.9
122092,2016-11-05,4200969593,15.2
52154,2016-11-05,4107128528,15.2
94785,2016-11-05,4185644801,15
64178,2016-11-05,4103190152,14
161385,2016-11-05,4111161661,14
93978,2016-11-05,4061137357,13.9
151268,2016-11-05,4080582467,13.9
125041,2016-11-05,4090224682,13
53659,2016-11-05,4194093239,12.9
99922,2016-11-05,4117203948,12.5
101760,2016-11-05,4112179362,12.5
85165,2016-11-05,4176347056,11.9
128875,2016-11-05,4115198430,11.2
123845,2016-11-05,4107457944,11
56594,2016-11-05,4021594542,11
66200,2016-11-05,4116293220,10.9
153719,2016-11-05,4015406445,10.9
128553,2016-11-05,4194554053,10
150100,2016-11-05,4100859911,9.9
95826,2016-11-05,4109307611,9.9
102420,2016-11-05,4104253125,9.9
67597,2016-11-05,4202283683,9.9
141974,2016-11-05,4171257794,9.9
140497,2016-11-05,4198256838,9.9
124169,2016-11-05,4198408418,9.9
58252,2016-11-05,3999696318,9.9
124372,2016-11-05,4115234844,9.9
124137,2016-11-05,4196440530,9.9
101796,2016-11-05,4109377703,9.9
131161,2016-11-05,4014650159,9.9
73694,2016-11-05,4111918360,9.9
121412,2016-11-05,4146753977,9.9
161207,2016-11-05,4110193590,9.9
52016,2016-11-05,4097712467,9.9
90231,2016-11-05,4116350197,9.9
110168,2016-11-05,4196741417,9.9
62201,2016-11-05,4174748033,9.9
130878,2016-11-05,3982397173,9.9
111381,2016-11-05,4181522051,9.9
137252,2016-11-05,4195188214,9.9
115094,2016-11-05,4101136453,9.9
162061,2016-11-05,3982649996,9.9
121759,2016-11-05,4200808515,9.8
84178,2016-11-05,4191916837,9.8
84507,2016-11-05,4194632072,9
88554,2016-11-05,4198521286,9
161773,2016-11-05,4021630718,8.9
65252,2016-11-05,4139331160,8.6
128425,2016-11-05,4099033239,8.6
105662,2016-11-05,4107528142,8.5
160936,2016-11-05,4123341117,8
136381,2016-11-05,4118131357,7.8
140204,2016-11-05,4181159065,7.8
95442,2016-11-05,4101251183,7.8
138290,2016-11-05,4106820953,7.8
137341,2016-11-05,4186905127,6.8
149160,2016-11-05,4203330031,6.8
91426,2016-11-05,4114749715,6.3
103342,2016-11-05,4077543915,6.3
64934,2016-11-05,4108509853,6.3
99115,2016-11-05,4198005110,6.3
162926,2016-11-05,4082132531,6.3
68839,2016-11-05,4184444112,6
129292,2016-11-05,3979852745,6
137116,2016-11-05,4096758780,6
154626,2016-11-05,4126362544,5.9
90594,2016-11-05,4111876731,3.9
161990,2016-11-05,4190999262,0.6
117984,2016-11-05,4195632792,0.6
67525,2016-11-05,4202508236,0.5
123125,2016-11-05,4159594093,0.5
88301,2016-11-06,4192312871,7288
55439,2016-11-06,4024909547,6899
70876,2016-11-06,4195250010,6399
140025,2016-11-06,4172921312,5399
89324,2016-11-06,4187078911,5299
121709,2016-11-06,4192587970,5299
115579,2016-11-06,4188041926,4599
137596,2016-11-06,4193203346,4298
137590,2016-11-06,4190925833,4088
101918,2016-11-06,4195772230,3999
61451,2016-11-06,4195399739,3999
132623,2016-11-06,4202427391,3999
76556,2016-11-06,4192557239,3699
86906,2016-11-06,4159889004,3680
156112,2016-11-06,4202456680,3599
97528,2016-11-06,4195718891,3599
66126,2016-11-06,4196702982,3480
161417,2016-11-06,4192075823,3444
53432,2016-11-06,4194497079,3299
103482,2016-11-06,4200129888,3299
135304,2016-11-06,4197892893,3149
57722,2016-11-06,4202579061,3139
144310,2016-11-06,3152311652,3099
57035,2016-11-06,4190927235,3098
63143,2016-11-06,4190497882,3098
72560,2016-11-06,4190927330,3098
96857,2016-11-06,4198065466,2999
79604,2016-11-06,4040013583,2999
75467,2016-11-06,4131907816,2699
152631,2016-11-06,3991616552,2599
114973,2016-11-06,4187513195,2586
77441,2016-11-06,3633351210,2586
152213,2016-11-06,4197619913,2488
78903,2016-11-06,4202917645,2399
77163,2016-11-06,4190889515,2344
121094,2016-11-06,4191732605,2299
76338,2016-11-06,4193774431,2199
117052,2016-11-06,4199817665,2189
90699,2016-11-06,4190283478,2150
61404,2016-11-06,4193757916,2099
150644,2016-11-06,4199931232,1799
89796,2016-11-06,4199431370,1699
68199,2016-11-06,3659618771,1699
92259,2016-11-06,4198690602,1680
149405,2016-11-06,4193656279,1680
153058,2016-11-06,4193612716,1549
127439,2016-11-06,3657710272,1499
75180,2016-11-06,4038948715,1488
73598,2016-11-06,4193927668,1389
143066,2016-11-06,4175041128,1348
88281,2016-11-06,4199812156,1348
158117,2016-11-06,4200569654,1249
91735,2016-11-06,4190903345,1249
145467,2016-11-06,4201919466,1198
84384,2016-11-06,4120031874,1069
152672,2016-11-06,4196828671,999
159130,2016-11-06,4196034744,999
121326,2016-11-06,3989044424,969
92268,2016-11-06,4201982225,939
125707,2016-11-06,4192036814,869
87096,2016-11-06,4191114708,859
92998,2016-11-06,4187574194,779
118158,2016-11-06,4193626591,699
95494,2016-11-06,4197937413,699
118251,2016-11-06,4192439613,699
68989,2016-11-06,4195821298,696
152548,2016-11-06,4197475854,589
150902,2016-11-06,4106589293,559
149720,2016-11-06,4192555529,539
127945,2016-11-06,4190723731,385
69573,2016-11-06,4198153482,378
78552,2016-11-06,4127338669,359
100783,2016-11-06,3607053423,328
139295,2016-11-06,4195906689,308
72671,2016-11-06,4171138755,299
163306,2016-11-06,4192450639,299
129961,2016-11-06,4164084288,299
147498,2016-11-06,4191049133,299
139100,2016-11-06,4196536784,289
63443,2016-11-06,4199353493,289
56909,2016-11-06,4158426869,269
103720,2016-11-06,4191437996,259
135681,2016-11-06,4120207284,228
89482,2016-11-06,4157280027,209
98721,2016-11-06,4197877802,199
146331,2016-11-06,4199125423,199
117065,2016-11-06,4178098492,199
163363,2016-11-06,4192301992,199
98938,2016-11-06,4200843470,199
142412,2016-11-06,4142105405,199
145101,2016-11-06,4201547901,196
105212,2016-11-06,4191551785,189
107223,2016-11-06,4193784868,188
111562,2016-11-06,4192581640,179
75364,2016-11-06,4197946229,178
119175,2016-11-06,4099509879,169
117795,2016-11-06,4181625083,159
119215,2016-11-06,4192228808,159
153557,2016-11-06,4193829185,149
108417,2016-11-06,4193172617,128
99873,2016-11-06,4191770226,128
81155,2016-11-06,4187004684,128
147181,2016-11-06,4189494483,119
160593,2016-11-06,4122561112,119
53294,2016-11-06,4119138242,109
124054,2016-11-06,4202614994,108
155801,2016-11-06,4190756026,99.9
113187,2016-11-06,4196423492,99
73069,2016-11-06,4191600193,99
160705,2016-11-06,4129054494,99
106319,2016-11-06,4018642035,99
95472,2016-11-06,3840443262,98
142761,2016-11-06,4201345275,96
120750,2016-11-06,4140874939,89
119677,2016-11-06,4154919713,85.8
102395,2016-11-06,4197776767,79
121394,2016-11-06,3867053715,79
68396,2016-11-06,4192120689,74.8
144719,2016-11-06,3967768368,72
139496,2016-11-06,4180317268,71
130689,2016-11-06,3533583116,70
115852,2016-11-06,4200607071,69
108748,2016-11-06,4188089515,66.9
95650,2016-11-06,4198241306,65
82856,2016-11-06,4190205496,61.9
120822,2016-11-06,4197645041,61
126638,2016-11-06,3995626374,59
61152,2016-11-06,4193340121,59
92474,2016-11-06,4190269043,59
84427,2016-11-06,4190268893,59
159708,2016-11-06,4160955759,59
94262,2016-11-06,4194257464,59
68888,2016-11-06,4192812546,59
163236,2016-11-06,4195099735,59
155391,2016-11-06,4122652952,59
100840,2016-11-06,4186115893,53
77789,2016-11-06,4176384953,53
142172,2016-11-06,4195885217,49
129681,2016-11-06,4151696508,46.9
73803,2016-11-06,4193614829,44.9
134973,2016-11-06,4172011522,44.9
152601,2016-11-06,4197507773,44.9
149183,2016-11-06,4190818799,44
130455,2016-11-06,4192655751,39
93090,2016-11-06,4199861294,39
135547,2016-11-06,4190063587,39
64523,2016-11-06,4180698951,39
143633,2016-11-06,3749028736,39
107107,2016-11-06,4038263786,39
84586,2016-11-06,4178767497,39
109099,2016-11-06,4165599740,39
115307,2016-11-06,4191881573,35
147698,2016-11-06,4195816744,33.9
74955,2016-11-06,4190373292,32
109513,2016-11-06,4078524097,31.9
93382,2016-11-06,4199154208,29.9
88717,2016-11-06,4192062431,29.9
87510,2016-11-06,4193485624,29.9
143501,2016-11-06,4199924728,29
144139,2016-11-06,4196675910,29
93457,2016-11-06,4197262050,29
138084,2016-11-06,4190862527,29
106487,2016-11-06,4192679190,29
164636,2016-11-06,4202981709,29
60146,2016-11-06,3738911062,29
137478,2016-11-06,4190962618,21.9
125066,2016-11-06,3783391631,21.9
130047,2016-11-06,4108056023,21.5
162025,2016-11-06,4191147584,19.9
68328,2016-11-06,4188276292,19.9
69554,2016-11-06,4196416920,19.9
88816,2016-11-06,4178762471,19.9
98612,2016-11-06,4148765499,19.9
133720,2016-11-06,4077209434,19
77933,2016-11-06,4172269206,18.9
95708,2016-11-06,4185104525,18.9
71762,2016-11-06,4077164923,18.8
112631,2016-11-06,4192805240,18.2
114494,2016-11-06,4197170580,18
80420,2016-11-06,4194788079,18
57961,2016-11-06,3614823649,16.6
104234,2016-11-06,4176195348,15
96362,2016-11-06,4183130215,15
124118,2016-11-06,3994440868,14
98352,2016-11-06,4192090752,14
53325,2016-11-06,4098634594,14
70435,2016-11-06,4101251229,13.9
85558,2016-11-06,4096988149,13.9
104830,2016-11-06,4090009707,13.5
66163,2016-11-06,4107662316,12.9
82626,2016-11-06,4083903770,12
83507,2016-11-06,4002693943,11.9
102338,2016-11-06,4099482228,11.9
87766,2016-11-06,4077695433,11.9
120203,2016-11-06,4196162892,11.9
66808,2016-11-06,4101021999,11
127947,2016-11-06,4123709437,10.9
154332,2016-11-06,4116292622,10.9
134004,2016-11-06,4195802829,10
93554,2016-11-06,4128450390,9.9
139908,2016-11-06,3930154223,9.9
93860,2016-11-06,4171475881,9.9
143753,2016-11-06,4196067156,9.9
158446,2016-11-06,4098685109,9.9
131826,2016-11-06,4110369285,9.9
148403,2016-11-06,4130615549,9.9
118828,2016-11-06,4196493853,9.9
157001,2016-11-06,4181811006,9.9
112435,2016-11-06,4104394527,9.9
160922,2016-11-06,4175355096,9.9
110990,2016-11-06,4102076512,9.9
81405,2016-11-06,4187605221,9.9
111692,2016-11-06,4088697111,9.9
64143,2016-11-06,4107485038,9.9
125301,2016-11-06,4176348939,9.9
146805,2016-11-06,4175087130,9.9
56317,2016-11-06,4128895911,9.9
148881,2016-11-06,4117392889,9.9
151709,2016-11-06,4153905311,9.9
54206,2016-11-06,3993057380,9.9
100400,2016-11-06,4195609092,9.9
134198,2016-11-06,3982651640,9.9
62732,2016-11-06,4181152904,9
84239,2016-11-06,4115277865,8.9
54278,2016-11-06,4080118977,8.9
79271,2016-11-06,4106495638,8.9
143472,2016-11-06,4107143444,8.9
119387,2016-11-06,4100644776,7.9
66263,2016-11-06,4176419667,7.9
62386,2016-11-06,4104740368,7.8
64436,2016-11-06,4145439564,7.8
130536,2016-11-06,4115139533,7.8
82621,2016-11-06,4099079132,6.9
103132,2016-11-06,4101413249,6.8
76706,2016-11-06,4148381547,6.8
55724,2016-11-06,3969315066,6.8
137387,2016-11-06,4202145790,6.8
112969,2016-11-06,4178422128,6.3
102848,2016-11-06,4102777885,6.3
112264,2016-11-06,4109658624,6.3
106584,2016-11-06,4198629880,6.3
67259,2016-11-06,4114950520,6
159077,2016-11-06,4191840840,6
132075,2016-11-06,4106964234,6
65750,2016-11-06,4172041584,5.9
62579,2016-11-06,4097511552,3.9
69550,2016-11-06,4140563391,0.5
51374,2016-11-06,4156569810,0.5
116569,2016-11-06,4192785903,0.5
91327,2016-11-06,4190962820,0.5
96183,2016-11-07,4158804014,8599
163932,2016-11-07,4194580062,7788
81177,2016-11-07,4191219382,6899
117083,2016-11-07,4200435060,6799
56566,2016-11-07,4201422339,5899
111154,2016-11-07,4197475628,5599
162152,2016-11-07,4194737783,5299
57757,2016-11-07,4198398120,5299
58520,2016-11-07,4140629065,4899
152278,2016-11-07,4148624719,4699
144881,2016-11-07,4202490931,4588
159934,2016-11-07,4194186833,4499
120131,2016-11-07,4193924858,4499
99492,2016-11-07,4193330952,4298
57800,2016-11-07,4202827506,4199
110457,2016-11-07,4173091218,4198
135351,2016-11-07,4198794629,3999
97248,2016-11-07,4191278337,3999
150930,2016-11-07,3975797678,3999
101002,2016-11-07,4197377270,3899
129308,2016-11-07,4194791129,3799
63131,2016-11-07,4195944112,3699
146894,2016-11-07,4196164416,3599
72549,2016-11-07,4005527311,3599
91136,2016-11-07,4198809812,3444
136313,2016-11-07,4197807191,3399
62225,2016-11-07,4191985993,3386
57087,2016-11-07,4197522443,3344
125706,2016-11-07,4191574391,3299
73990,2016-11-07,4190639394,3299
103865,2016-11-07,4202033480,3139
86820,2016-11-07,4197920890,3099
140109,2016-11-07,4198476737,3099
82462,2016-11-07,4196947351,2999
155987,2016-11-07,4195302497,2999
164585,2016-11-07,4194631425,2749
137582,2016-11-07,4197992530,2699
51505,2016-11-07,4110921181,2599
83739,2016-11-07,4198524534,2586
104022,2016-11-07,4193578323,2450
150055,2016-11-07,4200860529,2299
157626,2016-11-07,4202763221,2299
120941,2016-11-07,4199477257,2244
66859,2016-11-07,4191947330,2244
137119,2016-11-07,4190773443,2088
160820,2016-11-07,4195906657,1999
111991,2016-11-07,4163296828,1899
94212,2016-11-07,4202450701,1889
71808,2016-11-07,4202134180,1889
156474,2016-11-07,4188445549,1799
85131,2016-11-07,4202300295,1788
60983,2016-11-07,4194698091,1599
97590,2016-11-07,4197701640,1499
91356,2016-11-07,4201878588,1468
100429,2016-11-07,4119778962,1458
160406,2016-11-07,4183976230,1449
128651,2016-11-07,3987512482,1398
159770,2016-11-07,4194758604,1339
154305,2016-11-07,4190834940,1199
133517,2016-11-07,4192550966,1198
57508,2016-11-07,4191942548,1198
122563,2016-11-07,4194098262,1198
132649,2016-11-07,4175750499,1059
71998,2016-11-07,4196180003,1056
76422,2016-11-07,4196199649,999
95407,2016-11-07,4194361940,949
158627,2016-11-07,4198109181,899
98287,2016-11-07,4171119694,899
90800,2016-11-07,4194373533,779
58695,2016-11-07,4202303071,759
117991,2016-11-07,4197049686,698
55068,2016-11-07,3886476921,680
145436,2016-11-07,4194226091,638
64624,2016-11-07,4001572285,549
63056,2016-11-07,4196665961,450
92127,2016-11-07,4178039026,436
143623,2016-11-07,4185174447,399
151458,2016-11-07,4202252912,399
100560,2016-11-07,4182281727,389
161063,2016-11-07,4192412676,369
57661,2016-11-07,4202028847,319
66378,2016-11-07,4199098883,318
115924,2016-11-07,4198909540,299
72255,2016-11-07,4012345489,298
63978,2016-11-07,4200535024,286
104387,2016-11-07,4181368104,279
91335,2016-11-07,4196200267,279
86546,2016-11-07,4197861238,279
147777,2016-11-07,4188623949,275
67682,2016-11-07,4190852968,269
57590,2016-11-07,4171349134,259
162925,2016-11-07,4203210030,235
112295,2016-11-07,4027544187,219
64434,2016-11-07,4195731406,199
138094,2016-11-07,3906265979,199
140001,2016-11-07,3902141715,199
55344,2016-11-07,4177289615,199
67099,2016-11-07,4198693417,189
83472,2016-11-07,4202896625,179
99536,2016-11-07,4199240570,169
133690,2016-11-07,3992950424,149
136028,2016-11-07,4191127161,128
52430,2016-11-07,4196903728,128
156417,2016-11-07,4202651248,119
93219,2016-11-07,4182225003,109.9
64300,2016-11-07,4171661465,109
68454,2016-11-07,4081802042,107
114738,2016-11-07,4197315839,99
125940,2016-11-07,4200851430,99
104548,2016-11-07,4175057632,99
147641,2016-11-07,4199979856,99
87445,2016-11-07,4202469165,99
101778,2016-11-07,4202963211,98
57522,2016-11-07,4194547144,98
138881,2016-11-07,4160166732,89.9
161577,2016-11-07,4200801231,89
57667,2016-11-07,4199346211,88
133167,2016-11-07,4199612734,88
163255,2016-11-07,4199252071,79
91901,2016-11-07,4182355216,79
85407,2016-11-07,4194219417,79
157102,2016-11-07,4171907329,73
116005,2016-11-07,4191456618,69
158637,2016-11-07,3864485133,69
114061,2016-11-07,4202239105,69
139604,2016-11-07,3547697071,65.9
106343,2016-11-07,4192626784,65
153569,2016-11-07,4189520592,59.9
91566,2016-11-07,4201806106,59
145744,2016-11-07,4195736046,59
102995,2016-11-07,4199198379,59
125921,2016-11-07,4170455227,59
126668,2016-11-07,4200085029,59
77736,2016-11-07,4192331380,59
111464,2016-11-07,4192105311,59
153551,2016-11-07,4202942441,59
130579,2016-11-07,4199255921,59
137586,2016-11-07,4193496728,59
158112,2016-11-07,4179118382,59
69183,2016-11-07,4197808707,59
137048,2016-11-07,4151615001,58
85889,2016-11-07,4198920132,58
100706,2016-11-07,4170763918,55.9
63349,2016-11-07,4108187361,50
61601,2016-11-07,4193602908,49.9
163828,2016-11-07,4157671374,49
61742,2016-11-07,4078677901,49
107927,2016-11-07,4198501107,49
110334,2016-11-07,4196451112,49
75320,2016-11-07,4199963535,49
115741,2016-11-07,4191082952,49
73619,2016-11-07,4191204819,49
106208,2016-11-07,4195686940,49
158878,2016-11-07,4190881612,42
125384,2016-11-07,4002839402,42
93807,2016-11-07,4177467452,42
60959,2016-11-07,4197193583,40
127893,2016-11-07,4194772865,39.9
162607,2016-11-07,4152330406,39
55454,2016-11-07,4173357794,39
163963,2016-11-07,4127760855,39
97039,2016-11-07,4197485020,39
133273,2016-11-07,3617489558,39
108993,2016-11-07,4145031693,38
78191,2016-11-07,4160688249,38
148874,2016-11-07,4182626291,38
98802,2016-11-07,4198111080,36.9
74441,2016-11-07,4195057379,36
79282,2016-11-07,3569406018,32.6
120846,2016-11-07,4184869561,31
128619,2016-11-07,4062136011,30.9
149364,2016-11-07,4192300212,30
140919,2016-11-07,4191019178,30
72757,2016-11-07,4199755916,29.9
155711,2016-11-07,4106821124,29
161454,2016-11-07,4199628876,29
80531,2016-11-07,4192180659,29
116648,2016-11-07,4193151077,26.9
