appcategory,appname,comments,company,install,love,platform,size,update,version
网上购物-全球导购,世界经典钢琴曲大全,0,王文萍,2.2万,暂无,Android 2.2.x 以上,4.43MB,2014年09月02日,4.0.6
网上购物-全球导购,蜘点批发通,0,蜘点商业网络服务有限公司,1185,暂无,Android 4.0.3 以上,11.4MB,2018年03月14日,1.0.9
网上购物-全球导购,广东公务员资料大全,0,,956,暂无,Android 4.0.2 以上,9.16MB,2017年12月21日,V1.0
网上购物-全球导购,连卡佛,0,连卡佛百货商贸（上海）有限公司,724,暂无,Android 4.4.4 以上,21.03MB,2017年08月25日,1.6
网上购物-全球导购,闪亮时刻海淘,0,,480,暂无,Android 4.0.2 以上,16.95MB,2017年12月15日,1.0.1
网上购物-全球导购,韩巢韩国地铁,0,上海韩巢信息科技有限公司,570,暂无,Android 4.1.x 以上,5.92MB,2018年03月20日,1.1.4
网上购物-全球导购,Hotels.com,2,Hotels.com,3.5万,100.00%,Android 4.2.x 以上,25.08MB,2017年11月13日,28.1.1.3.release/28_1
网上购物-全球导购,烟悦论坛,0,,354,暂无,Android 2.2.x 以上,1.04MB,2016年12月24日,1.4
网上购物-全球导购,美洽,0,成都美洽网络科技有限公司,9150,暂无,Android 4.0.2 以上,8.17MB,2017年06月25日,3.3.6
网上购物-全球导购,冷冻批发,0,,975,暂无,Android 2.2.x 以上,1.31MB,2016年09月05日,1.1
网上购物-全球导购,进货宝,0,北京大卫之选网络科技有限公司,4905,暂无,Android 4.0.2 以上,27.27MB,2016年03月05日,1.3
网上购物-全球导购,MyAndroidTools,4,来自互联网,3.1万,暂无,Android 2.2.x 以上,2.33MB,2018年03月22日,0.11.1
网上购物-全球导购,海淘1号,1,上海子丑六合网络科技有限公司,3870,暂无,Android 4.1.x 以上,19.04MB,2018年04月04日,2.11.6
网上购物-全球导购,购呗,1,广东购呗网络科技有限公司,2355,100.00%,Android 2.3.2 以上,18.1MB,2018年02月02日,2.5.0
网上购物-全球导购,POEMS HK Pro,0,Phillip Securities Group (HK),2220,暂无,Android 2.3.2 以上,15.85MB,2018年03月22日,1.91.25
网上购物-全球导购,丝芙兰SEPHORA,0,丝芙兰上海化妆品销售有限公司,1.1万,暂无,Android 2.2.x 以上,5.58MB,2014年09月02日,2.8
网上购物-全球导购,海蜜全球购,3,多麦电子商务有限公司,14.1万,45.00%,Android 4.0.2 以上,17.99MB,2017年02月21日,5.3.5
网上购物-全球导购,格乐丽雅免税店,0,Hanwha Galleria TimeWorld Galleria Duty Free 63,3840,暂无,Android 4.1.x 以上,7.61MB,2017年08月31日,1.2.5
网上购物-全球导购,帅吧,3,帅吧网络科技（北京）有限公司,3.8万,暂无,Android 3.0.0 以上,11.09MB,2016年08月13日,3.4.0
网上购物-全球导购,找朋友kakaotalk,0,Google Play提供,1425,暂无,Android 2.3.2 以上,4.33MB,2017年11月01日,33
网上购物-商城-全球导购,从容运维,0,,873,暂无,Android 3.0.0 以上,2.46MB,2016年08月31日,1.0
网上购物-全球导购,FASHION-DU,0,延吉迪特软件开发有限公司,4950,暂无,Android 4.0.3 以上,1.29MB,2017年07月06日,1.6
网上购物-全球导购,一元淘宝,1,北京家本源文化发展有限公司,2.2万,100.00%,Android 2.3.2 以上,4.91MB,2016年09月17日,1.0.10
网上购物-全球导购,玩转韩国,212,倍喜卡科技（上海）有限公司,6.4万,99.00%,Android 2.3.7 以上,15.8MB,2017年09月18日,3.2.4
网上购物-全球导购,?? ???,0,Sungpil Jang,1.8万,暂无,Android 2.3.2 以上,9.52MB,2017年01月09日,1.0.7.0
网上购物-全球导购,麦乐购,13,北京麦乐购科技有限公司,17.8万,48.00%,Android 4.0.2 以上,28.48MB,2017年01月20日,3.3.1
网上购物-全球导购,Nemo 泰语 [免费],2,Google Play提供,5535,暂无,Android 4.1.x 以上,20.02MB,2016年02月09日,1.3.1
网上购物-全球导购,体坛周报,0,未知,3.6万,暂无,Android 1.5.0 以上,47.85KB,2014年09月02日,0.1
网上购物-全球导购,快词,2,何静,9120,100.00%,Android 3.0.0 以上,3.09MB,2016年11月25日,1.3.1
网上购物-全球导购,康是美,0,来自1mobile,1290,暂无,Android 2.3.7 以上,13.48MB,2016年09月14日,1.4.3
网上购物-全球导购,侍魂4绿色版,0,,3135,暂无,Android 2.1.0 以上,30.15MB,2016年09月01日,3.1
网上购物-全球导购,全球农产品网,0,河南省鹏博信息网络有限公司,1018,暂无,Android 4.2.x 以上,39.97MB,2018年03月30日,2.94
网上购物-全球导购,义乌小商品批发网,0,,641,暂无,Android 3.0.0 以上,10.14MB,2017年12月22日,1.1.0
网上购物-全球导购,靓妆网购,2,江苏广电数字传媒有限公司,2.7万,暂无,Android 4.0.3 以上,6.86MB,2018年03月13日,4.0.5
网上购物-全球导购,青岛地铁查询,0,,2805,暂无,Android 2.2.x 以上,5.2MB,2015年01月29日,1.0
网上购物-全球导购,PP笑话,156,雷轹文,2.3万,50.00%,Android 2.3.7 以上,5.24MB,2017年01月03日,3.9.1
网上购物-全球导购,嗨淘全球,2512,湖南快乐淘宝文化传播有限公司,743万,100.00%,Android 4.0.3 以上,10.17MB,2016年07月21日,2.4.4
网上购物-全球导购,菠萝蜜,0,,7830,暂无,Android 2.3.7 以上,3.8MB,2016年03月26日,3.0
网上购物-全球导购,剁手帮海淘,3,杭州首邻科技有限公司,1.2万,67.00%,Android 4.1.x 以上,14.9MB,2018年01月15日,2.9.3
网上购物-全球导购,手表大全,0,天时汇（北京）电子商务有限公司,6285,暂无,Android 2.3.7 以上,2.22MB,2016年02月29日,1.1.0
网上购物-全球导购,京都百货,0,,660,暂无,Android 2.2.x 以上,480.47KB,2016年08月25日,2
网上购物-全球导购,首都机场,0,上海微能电子设备有限公司,2.2万,暂无,Android 4.0.3 以上,4.6MB,2018年02月08日,3.2.1
网上购物-全球导购,360安全扫码,0,,3030,暂无,Android 4.0.3 以上,2.38MB,2017年03月17日,1.0.1
网上购物-全球导购,深圳人才市场,-3,,1.3万,暂无,Android 2.2.x 以上,2.99MB,2014年11月07日,1.1.1
网上购物-全球导购,食品批发,1,,7230,暂无,Android 2.2.x 以上,5.66MB,2015年04月01日,1
网上购物-全球导购,潮牌街,0,施恩辉,4605,暂无,Android 2.2.x 以上,448.24KB,2015年02月07日,3.1
网上购物-全球导购,新罗爱宝客免税店,3,HDC Shilla Duty Free,3510,100.00%,Android 4.0.3 以上,18.1MB,2017年07月20日,1.7.4
网上购物-全球导购,赚享客,0,深圳市桐盟会网络科技有限公司,2460,暂无,Android 4.1.x 以上,10.65MB,2017年09月07日,1.5
网上购物-全球导购,移动交通大学,1,徐墨,2.1万,暂无,Android 4.0.2 以上,36.01MB,2017年07月26日,4.1.2
网上购物-全球导购,eBay Kleinanzeigen for Germany,0,来自互联网,1710,暂无,Android 4.0.2 以上,7.92MB,2018年01月18日,7.3.6
网上购物-全球导购,易订商城,0,北京易军通科技股份有限公司,2115,暂无,Android 4.4.4 以上,9.42MB,2018年02月05日,8.1.0
网上购物-全球导购,6pm折扣,1,成都金格网科技有限公司,4650,暂无,Android 2.3.2 以上,6.07MB,2016年11月29日,0.0.61
网上购物-全球导购,海淘车,3,车多多（天津）网络科技有限公司,1.3万,暂无,Android 4.0.2 以上,7.06MB,2017年08月16日,1.5.9
网上购物-全球导购,韩国Intalk 中文 聊天,5,Smartvia,2.9万,暂无,Android 2.2.x 以上,6.12MB,2016年08月09日,1.4.1.11
网上购物-全球导购,券多多,0,吴志权,697,暂无,Android 3.0.0 以上,5.58MB,2017年09月19日,3.5.5
网上购物-全球导购,微店全球购,-1,北京口袋时尚科技有限公司,7.9万,暂无,Android 4.0.2 以上,9.98MB,2017年06月16日,3.3.2
网上购物-全球导购,国美管家,1,北京国美管家信息技术有限公司,2010,100.00%,Android 4.0.2 以上,8.8MB,2017年08月29日,1.01
