hospitalAddress,hospitalDesc,hospitalName,hospitalSize
,,,
医院所在地：广东-广州,"美容导师,招聘专员",广州七印部落医疗美容门诊有限公司,专科医院 200~500人人
,,,
医院所在地：河北-保定,"彩超,影像科，CT,妇科医生,检验,中医医生,护士,内科医生,放射科,疼痛科",保定东安中医医院,私立医院 少于50人人
,,,
医院所在地：浙江-杭州,"内科医生,骨科医师",浙江省临安市水涛庄中医院,私立医院 200~500人人
,,,
医院所在地：广东-深圳,"康复科,针灸推拿",深圳国日健康管理有限公司,其他 少于50人人
,,,
医院所在地：江苏-苏州,"核医学科学科带头人,核医学科技术骨干,放疗科学科带头人,风湿免疫科学科带头人",苏州市吴江区第一人民医院,公立医院 1000人以上人
,,,
医院所在地：湖南-长沙,"中医妇产科医生,西医外科医生,西医儿科医生,麻醉科医师,医学影像,病理科医师,眼科医师,中医儿科医师,儿童保健科医生,西医内科,西医妇产科医生,耳鼻喉科医生,口腔科",湖南省长沙县妇幼保健院,公立医院 500~1000人人
,,,
医院所在地：浙江-温州,"整形护士,麻醉护士,助产士,护士长,妇产科主任医生,麻醉师,妇产科医助,整形美容运营总监,整形医师",温州东方妇产医院,其他 200~500人人
,,,
医院所在地：湖北-武汉,"助理医师,前台导医,口腔执科护士,口腔执业医师,整形外科",武汉卓凡医院有限公司,其他 少于50人人
,,,
医院所在地：江苏-连云港,"骨科主任,神经内科技术骨干,医学检验科技术骨干,肿瘤科技术骨干,医学检验科学科带头人,神经内科学科带头人,肿瘤科学科带头人,病理科医师,新生儿科医师,急诊科医师,小儿外科,护理部临床护理,耳鼻喉科医师,口腔科医师,麻醉科医师,小儿外科医师,胃肠外科医师,甲乳外科医师,胸外科医师,神经外科医师,急诊外科医师,急诊内科医师,妇产科医师,老年医学科医师,神经康复科医师,呼吸科医师,心内科医师,放疗科物理师,肿瘤内科医师,输血科技师,超声科医师,医学影像科医师,病理科医师,心电图医师,检验科技师,呼吸科医师,心内科医师,神经内科医师,普外科医师,泌尿外科医师,胸外科医师,放疗科医师,肿瘤内科医师（博士）,病理科各级医师,急诊科各级医师,儿科各级医师,妇产科各级医师",连云港市第二人民医院,公立医院 1000人以上人
,,,
医院所在地：浙江-嘉兴,"口腔助理医生,护士/护理,口腔执业医师,导医",嘉兴瑞格医院管理有限公司,其他 50~200人人
,,,
医院所在地：安徽-蚌埠,"各科执业医师,护士,内科全科医生,外科全科医生,中医师,护士",安徽老年康复医院,公立医院 200~500人人
,,,
医院所在地：四川-达州,"骨科执业医师,药师,内科医生,放射科医生,麻醉师,口腔科医生,妇产医生,泌尿医生,肛肠医生,脑外医生,中医医师,普外医生,护士长/护理主任",万源南方骨科医院,私立医院 200~500人人
,,,
医院所在地：河北-衡水,"护士,市场营销,外科医生,妇科医生",衡水市阜城县中医院,公立医院 50~200人人
,,,
医院所在地：黑龙江-大庆,"网站负责人,外推,百度竞价员,网站编辑,男科咨询,优化SEO",大庆协和泌尿医院,私立医院 200~500人人
,,,
医院所在地：广东-佛山,"导医,药房 ,输液护士,治疗护士,护士、妇科护士、护士长/护理主任 ",顺德大良锦龙门诊部,其他 50~200人人
,,,
医院所在地：上海-松江,"文员/前台院长秘书,针灸推拿",上海道阁健康管理有限公司,其他 少于50人人
,,,
医院所在地：天津-河东区,"呼吸内科,中医全科医生,中医骨伤科 ,皮肤美容医生,激光医生,整形外科医生,神经内科,心血管内科,消化内科,针灸推拿,按摩师,中医骨伤科,康复科,中西医结合,中医骨伤科,药剂师,药工/药士",天津河东东苑医院,私立医院 50~200人人
,,,
医院所在地：广东-广州,"医药销售,药房营业员,文案策划（负责中医养生）,中医全科医生,执业药师,中医师  ",广州灏寿医药有限公司,其他 500~1000人人
,,,
医院所在地：北京-海淀,"中药师,健康管理师、营养师、中医保健科,中西医结合、中医全科医生",北京谐美量化中医药科技有限公司,其他 少于50人人
,,,
医院所在地：云南-文山壮族苗族自治州,"精神科,护士、护理",马关康瑜精神病医院,私立医院 少于50人人
,,,
医院所在地：辽宁-大连,"内儿外晚班大夫,全科大夫及中医,中医针灸师",大连金普新区茗科门诊部,其他 少于50人人
,,,
医院所在地：四川-广元,医生 ,广元天慈医院,其他 少于50人人
,,,
医院所在地：山东-济南,"内科医生,护士",济南舜德老年护理院,其他 200~500人人
,,,
医院所在地：山东-济南,"市场专员,护士,现场咨询医生,主管药师,前台/总机/接待",济南旭美美容医院有限公司,其他 200~500人人
,,,
医院所在地：天津-河西区,"护士,门诊医生,住院医生,放射科医师",天津名津代谢病医院,私立医院 50~200人人
,,,
医院所在地：广西-贵港,"内科医生,放射科医生,护理/护士长",贵港福田医院,私立医院 50~200人人
,,,
医院所在地：辽宁-葫芦岛,"放射科,挂号处,心电监测员,彩超医师,检验员,骨科医生,内科医生,护士",辽宁葫芦岛绥中县红十字仁济医院,私立医院 50~200人人
,,,
医院所在地：四川-成都,"检验人员,住院医生,住院部妇科,内科执业医师,护士,影像科彩超医师",成都郫县天康医院,私立医院 50~200人人
,,,
医院所在地：江苏-苏州,"护士,门诊医生,儿科医生,妇科医生,推拿理疗师",昆山瑞康医疗投资管理咨询有限公司,#NAME?
,,,
医院所在地：福建-泉州,"护士,口腔全科医生,口腔助理医师,前台",泉州市鲤城区浮桥卫生服务站,其他 少于50人人
,,,
医院所在地：重庆-渝北区,"儿保科医师,病理科医师,儿科护士,儿科医生,B超医生,导医,妇产科医师,麻醉医师",重庆北部妇产医院,其他 200~500人人
,,,
医院所在地：浙江-金华,"麻醉科,住院医师,护理,骨科医师,检验,影像（放射科）,中药士/师,药剂,B超、心电图,内科医师",金华邦尔正骨医院,专科医院 50~200人人
,,,
医院所在地：海南-三亚,"麻醉医生,总检医生,内科医生,儿科医生,彩超医生,医学检验士/师",琼海复康医院门诊部,其他 50~200人人
,,,
医院所在地：广东-广州,"人力资源部总监/人事总监,心理医生/心理咨询师,心理医生,网络竞价,咨询专员/客服专员/助理,精神科临床医生,会计/成本会计,护士（助理护士）,戒毒临床医生/内科医生",广州白云心理医院（广州白云自愿戒毒医院）,其他 200~500人人
,,,
医院所在地：江苏-南通,"中医副主任,企划/营销,管理院长,信息科管理员,宣传策划员,护士,中药师,中药师,内科医生,检验科技师,放射科医生,B超,中西医结合科医师,康复医生,影像,中医副主任,外科医生,妇科医生",南通市通州区若腾中西医结合门诊部有限公司,其他 少于50人人
,,,
医院所在地：广东-广州,"文案,医生助理,市场专员（武汉）,培训专员（武汉）,外科医生,内科医生,儿科医生,妇产科医生,中医科医生,B超医生,牙科医生,护士",广州市增城济慈康复医院,私立医院 50~200人人
,,,
医院所在地：贵州-安顺,"内分泌科,肾内科,呼吸内科学,神经内科学,心血管内科学,消化内科学,普通外科学,神经外科学,骨外科学,泌尿外科学,小儿外科学,麻醉学,妇科学,产科学,儿科学,肿瘤医学,耳鼻喉科学,眼科学,全科医学,精神病学,重症医学,康复医学,介入医学,急救医学,康复医疗技术,医学影像学（放射医学）,医学影像学（超声医学）,临床医学检验,病理学,病理检验技术",贵航集团三0二医院,公立医院 1000人以上人
,,,
医院所在地：浙江-宁波,"眼科医助,眼科医生",宁波北仑眼科医院,私立医院 50~200人人
,,,
医院所在地：浙江-衢州,"妇产科医生（可入编）,护士/护理人员,妇产科医生",开化县妇幼保健院,公立医院 200~500人人
,,,
医院所在地：江西-南昌,"儿科医师,北院急创中心医师,老年医学科医师,财务科科员,第三临床学院辅导员,耳鼻喉科学科带头人,泌尿外科学科带头人,肿瘤科学科带头人,影像科医师,营养师,检验科医师,儿科医师,输血科技师,后勤中心科员",南昌市第一医院(南昌大学第三附属医院),公立医院 1000人以上人
,,,
医院所在地：浙江-杭州,"助理医师,眼科副主任医师,医学检验师(士),B超医生,功检影像医师--西湖园区,执业医师,眼科主治医生,眼科门诊医师,眼科执业医生,功检医生,眼科手术医生,医学影像技术,急招内科医生",杭州余杭朝聚眼科医院,私立医院 50~200人人
,,,
医院所在地：山西-运城,"全科执业医师,执业医师",山西运城友谊医院,私立医院 少于50人人
,,,
医院所在地：江苏-苏州,"药师,护士,临床医师",昆山泉心血液透析中心有限公司,其他 50~200人人
,,,
医院所在地：湖南-常德,"招聘中医,康复",桃源陬市镇志华中西医诊所,其他 少于50人人
,,,
医院所在地：福建-福州,"康复理疗,护士急,中医师,医疗营销,全科医生",福州市马尾区恒康中医诊所,其他 50~200人人
,,,
医院所在地：江西-南昌,"针灸推拿,中医保健科,康复科,按摩师,营业员",南昌市新建县朱氏养康堂,其他 少于50人人
,,,
医院所在地：辽宁-大连,"病历质控人员,康复治疗师,五官科医师,心电医师,口腔科医师,麻醉科医师,放射科医师,皮肤科医师,中医科医师,儿科医师,妇产科医师,外科医师,内科主治医师,住院医师,针灸推拿师",大连市盛和登沙河医院,公立医院 50~200人人
,,,
医院所在地：湖北-荆州,"临床执业医师,门诊中医执业医师",湖北省公安县幸福诊所,其他 少于50人人
,,,
医院所在地：上海-松江,"口腔助理和职业医师,口腔执业医生,护士",上海市松江区警松门诊部,其他 少于50人人
,,,
医院所在地：上海-静安,"医务科长,医生助理,儿科医生,住院医师,小儿内分泌科,护士,平面设计,导医（急聘）,康复测评师（急聘）,医院收费员（急聘）,西药师（药师证）,护理,副主任医师（普儿、小儿内科）",上海六一儿童医院有限公司,专科医院 200~500人人
,,,
医院所在地：河南-驻马店,"骨科医生,放射科医师,护士,核磁共振医生,内科医生,外科医生,急诊科诚招医生,B超医生,医务人员,内科疼痛科医生,医院各科室人员",平舆爱新医院,私立医院 50~200人人
,,,
医院所在地：河南-信阳,"市场转诊业务员 ,体外碎石科医生 ,护士,影像科 ,临床",潢川广仁医院,私立医院 少于50人人
,,,
医院所在地：四川-成都,"技师,护士,医生,肾内科医生,工程技师",成都新希圆血液透析中心有限公司,其他 50~200人人
,,,
医院所在地：广东-广州,"平面设计,耳鼻喉科医师,口腔正畸医生,检验师,渠道经理,前台接待,诊所运营总监,药剂师,儿科护士,儿科医生",广州知贝医疗服务有限公司,其他 50~200人人
,,,
医院所在地：湖北-黄石,"外科主任,康复科主任,中医科主任,内科医生 急,外科医生 急,麻醉科医生 急,康复科医生,妇科医生,眼科医生,口腔科医生,中医医生 急,放射科医生 急,B超医生 急,心电图医生 急,药品库管,药剂师,客服,导医,护理主管-康复科,护士,门诊部主任,内科主任,麻醉科主任,功能科主任,耳鼻喉科医生 急",黄石广慈老年病医院,专科医院 200~500人人
,,,
医院所在地：四川-德阳,"客服,药剂师,护理部主任/护士长,治疗护士,医生助理,B超医生,新媒体客服,护士,导医,药剂士,医学检验,前台导医,销售客服,网络咨询",德阳中康医院有限公司,私立医院 50~200人人
,,,
医院所在地：河北-邢台,"医院网络文案,网站客服,护士,收费员",邢台市第七医院,公立医院 200~500人人
,,,
医院所在地：湖南-湘潭,"外科医生,网电咨询,现场咨询",湘潭爱思特医疗美容医院,私立医院 50~200人人
,,,
医院所在地：湖南-衡阳,"平面设计,护士,药房,B超室医生,导医,网络电话咨询员",衡阳丽人妇科医院,私立医院 50~200人人
,,,
医院所在地：陕西-西安,"网络电话客服,百度竞价,高薪网络策划/网站策划,义诊护士,义诊咨询组长 ,义诊医生,平面设计（高薪）,招聘护士,招聘治疗室护士长,招聘内科医生,SEM专员/百度推广,招聘办公室专干,招聘放射科医生,招聘检验师,招聘住院部医生,招聘统计员,招聘住院部护士,导医",西安胃泰消化病医学研究院有限公司,专科医院 200~500人人
,,,
医院所在地：广东-中山,"医务官,护士长,助理医务官,导医（服务台）,专家门诊,中西药房,妇科,检验、心电图、B超、放射（X光）,治疗师长,医师,护士",广东春之树健康产业管理有限公司,其他 少于50人人
,,,
医院所在地：广东-深圳,"中药房药剂师,理疗护士,中医执业医师",深圳市罗湖区杨少雄中医诊所,专科医院 少于50人人
,,,
医院所在地：江苏-连云港,"乳腺外科医生,经营部主任,医疗平面设计,高薪聘请妇产科主治住院医师,高薪聘请四维彩超医师,新生儿科医生",连云港和美家妇产医院,专科医院 200~500人人
,,,
医院所在地：广东-东莞,"妇科医生,护士长,内科副主任医师,全科医生,收费,检验兼B超,药剂科,护士,外科副主任医师（租证）,内科副主任医师",东莞寮步华协门诊部,专科医院 50~200人人
,,,
医院所在地：河北-秦皇岛,"影像,护理,麻醉,临床",秦皇岛市卢龙县医院,公立医院 500~1000人人
,,,
医院所在地：广西-贺州,"内科医生,骨科医生,B超心电医生",广西广济医院集团,医疗集团 1000人以上人
,,,
医院所在地：重庆-南岸区,"业务院长,护士,内科医生,外科,妇科医生,儿科医生,中医科医生,口腔科医生,药剂员,导诊,住院医生,护士长,护士,康复技师,B超,放射,理疗师,急诊科医生,外科医助,妇科医助",重庆南岸济慈中西医结合医院,私立医院 少于50人人
,,,
医院所在地：广东-珠海,"全科医生,妇科医生,牙科医生,护士",珠海市金湾区南方门诊,其他 少于50人人
,,,
医院所在地：重庆-南岸区,"网络咨询,康复科医生,中医医生,儿科住院医生,医院总经理",重庆小米熊儿童医院有限公司,专科医院 50~200人人
,,,
医院所在地：贵州-贵阳,"药剂师,会计师,B超医师,检验师,心电图医师,口腔医师,全科医师",贵阳泰康乐医疗有限责任公司,其他 50~200人人
,,,
医院所在地：湖南-衡阳,"前台导诊,治疗护士,护士,助理医生,手术医生,护士长护理部主任,检验医生",衡阳肤康中医皮肤病医院（普通合伙）,私立医院 少于50人人
,,,
医院所在地：广西-柳州,"口腔科医生,全科医生,中医医生",柳州市柳南区银山街道社区卫生服务中心,社区服务 50~200人人
,,,
医院所在地：广西-南宁,"眼科医生可带薪学习,验光师",南宁市康亮眼科综合门诊有限公司,其他 50~200人人
,,,
医院所在地：广东-汕头,"业务院长,院长助理,护士长,护士,医院会计,市场部主任,医院CEO,精神科医师",汕头恒泰康精神康复专科医院有限公司,私立医院 50~200人人
,,,
医院所在地：广东-汕头,"市场医学顾问,文案策划专员,医美顾问,护士",泛美泓涵整形美容,其他 少于50人人
,,,
医院所在地：湖北-襄阳,"精神科护士,药剂师,精神科主任,精神科医生",襄阳安康精神病医院,其他 50~200人人
,,,
医院所在地：湖北-襄阳,"出纳,产后康复/美容,护士/育婴师",湖北雅琪母婴护理服务有限公司,其他 200~500人人
,,,
医院所在地：江苏-南通,"护士 ,医生,临床医生 ,医学影像、技术",江苏海安孙庄医院,私立医院 少于50人人
,,,
医院所在地：四川-成都,"卫生执法协管员,护士,康复理疗技师,内科医生,中医医生,口腔医生,放射技师",四川石油管理局成都医院,私立医院 50~200人人
,,,
医院所在地：江苏-盐城,"妇产科医生,外科医生,普通内科,护士,检验士/师,药房药师,影像科诊断医生",盐城市大丰爱民医院,私立医院 50~200人人
,,,
医院所在地：上海-长宁,"康复科医生,内科主任医生,药剂师,住院医生,护士,主治医生",上海金之福护理院,其他 少于50人人
,,,
医院所在地：湖南-长沙,"内、外、妇科、中医科临床医师,放射科医师,口腔科医师,医助,检验科医师,护士,保洁与厨师",湖南五辰医疗管理有限公司,私立医院 少于50人人
,,,
医院所在地：河南-郑州,"老年病科医师,内分泌科医师,内科医师,消化内科,神经内科医师,急诊科,外科医师,妇产科主治医师,儿科医师,康复科医师,肿瘤专科医师,收银员、挂号员,经营部主任,院感科主任,护理部主任,医务科主任,临终关怀科医师,心脑血管内科医师,护士,护理部主任、护士长",河南省爱心医院,其他 50~200人人
,,,
医院所在地：贵州-遵义,"麻醉科主任,康复科主任,康复科主任,业务院长 ,骨科主任 ,外科主任 ,内科主任,ICU医生,心电技师,检验技师,放射技师,B超技师,内科医师 ,外科医师 ,骨科医生,影像科主任 ,检验科主任,康复科医师",赤水华仁骨科医院,私立医院 200~500人人
,,,
医院所在地：浙江-宁波,"医学影像医师,护士,口腔医学技术,医疗美容专员",慈溪华阳口腔医院,其他 50~200人人
,,,
医院所在地：江苏-盐城,"药学,医学影像,护士,护师,护理部主管,护理部主任,眼科助理医师,眼科执业医生,眼科主治医生,眼科主任",阜宁施庄眼科医院,专科医院 50~200人人
,,,
医院所在地：吉林-长春,"中医正骨按摩师,眼球SPA美容导师",吉林省德美健康养生管理有限公司,其他 50~200人人
,,,
医院所在地：吉林-长春,"执业药师,中药饮片调剂员",长春义善堂大药房连锁有限公司,其他 500~1000人人
,,,
医院所在地：吉林-长春,"医院药剂师,门诊护士,内科医生,护士,中药师,医院会计",长春仁安中医院,其他 200~500人人
,,,
医院所在地：浙江-宁波,针灸科助理,宁波市望春社区泰安卫生服务站,社区服务 少于50人人
,,,
医院所在地：河北-沧州,"行政助理/文员,导医,手术室护士长/护士,治疗室护士,治疗室护士长,输液室护士长/护士,医务科科长,助理/执业医师,手术医生,B超/彩超医生,检验师,护士,医务科长,医助,五险+高薪+彩超医生,五险+高薪+护理人员,检验师",河北沧州九龙医院,专科医院 50~200人人
,,,
医院所在地：河北-保定,"护士,儿科,导医,妇科医助,药房管理,中医医助,内科医助,助理医生,疼痛大夫,彩超医生,执业医师",保定济世堂医院,私立医院 50~200人人
,,,
医院所在地：重庆-沙坪坝区,"护士,皮肤科医助,美容咨询师,出纳,前台,文案策划",重庆蜜园医疗美容门诊有限公司,其他 50~200人人
,,,
医院所在地：江西-抚州,"住院医生,前台接待迎宾,药剂人员,内科医生,助产师,放射医生,内科",南丰县第二人民医院,公立医院 200~500人人
,,,
医院所在地：上海-长宁,"皮肤美容医生,美容中医科  ",上海生命树健康管理有限公司,其他 200~500人人
,,,
医院所在地：重庆-渝北区,"中西医结合医师,口腔科,护士,康复理疗科",海德山庄社区门诊,其他 少于50人人
,,,
医院所在地：四川-凉山彝族自治州,"急聘执业药师一名,急聘住院部医生",河边惠康医院,私立医院 少于50人人
,,,
医院所在地：四川-成都,"麻醉师,护士,内科医生",成都成华龙港医院,医疗集团 50~200人人
,,,
医院所在地：浙江-杭州,"消化内科医生,普外科医生,骨科医生,妇科医生,中医科医生,中西医结合医生,康复科医生,康复治疗,针灸推拿医生,放射科医生,B超医生,心电图医生,西药师,中药师,中药士,护理部主任,护士长,护士,心内科医生,呼吸内科医生",杭州清扬医院,其他 200~500人人
,,,
医院所在地：福建-厦门,"手术室护士,妇科医生,住院部医生,内科医生,药剂师,DR技师/放射医师,彩超医生,外科医生,前台/导医/接待,化验/检验科医师,护士长,医助,治疗护士,输液护士",厦门亚当医院,专科医院 50~200人人
,,,
医院所在地：广东-东莞,"公卫医生,全科医生",东莞市石碣镇社区卫生服务中心,公立医院 少于50人人
,,,
医院所在地：江苏-无锡,"中药学,中医学,临床医学,医学影像",宜兴市中西医结合医院（宜兴市红塔医院）,私立医院 50~200人人
,,,
医院所在地：安徽-宿州,"B超室医生,放射科,外科",泗县仁和医院,私立医院 50~200人人
,,,
医院所在地：广东-深圳,"B超医师,中医全科医生,中医肿瘤科医生,中医皮肤科医生,中医针灸推拿医生,中医医师/医生,康复治疗师/理疗医生",深圳九味中医门诊部有限公司,专科医院 50~200人人
,,,
医院所在地：广东-中山,"护士,护士/护理人员,护理部主任,月子中心销售顾问,会计,母婴产品渠道销售,副总经理助理,店长/月子中心负责人,销售客服,护士,护士,护士长",广东美喇健康管理有限公司,其他 200~500人人
,,,
医院所在地：广东-珠海,"执业药师兼职,医生,中医师,儿科,妇科,护士",珠海石花门诊部,其他 少于50人人
,,,
医院所在地：四川-绵阳,"内科医生 ,中西医结合医生 ,护士",江油市纪念碑社区卫生服务站,社区服务 少于50人人
,,,
医院所在地：广东-广州,"保健医生,实习生/进修",广州市金晖养老服务有限公司,其他 少于50人人
,,,
医院所在地：四川-绵阳,"药学 ,临床医学毕业生 ",绵阳安县永河镇卫生院,其他 50~200人人
,,,
医院所在地：四川-南充,"内科执业助理,有证护士",南充嘉陵区安康医院,私立医院 50~200人人
,,,
医院所在地：浙江-台州,"B超医生,药剂科医生,康复医学科医生,内科医生,内科医生,外科医生,中医科医生",浙江省三门县弘景康复医院,其他 50~200人人
,,,
医院所在地：四川-南充,"理疗医师,康复科医生,小儿脑瘫康复师",南部爱心康复医院,私立医院 50~200人人
,,,
医院所在地：江苏-无锡,"神经内科医生,神经外科医生,骨科医生,康复治疗部主任,康复师,治疗师,护士长,护士,心电图医生,B超医生,脑电图/肌电图医生,影像科医师/技师（X-光）,检验科,药剂科,医务科主任,医务科助理,护理部（院感科）,医疗器械工程师,院长,总务科长,医院档案管理",无锡耘林康复医院,其他 200~500人人
,,,
医院所在地：贵州-六盘水,"五官科医生 ,疼痛科医生,骨科主治医生 ",六盘水清华五官科医院,其他 50~200人人
,,,
医院所在地：四川-雅安,"检验员,护士,疼痛科医生,门诊医生2名,外科,内科医生",雅安德仁医院,专科医院 50~200人人
,,,
医院所在地：福建-厦门,"全科医师,执业医师,妇科执业医师",厦门同安方淑琴中医科诊所,其他 少于50人人
,,,
医院所在地：江苏-苏州,"护工,内科（全科）医生,护士",常熟春晖护理院,其他 50~200人人
,,,
医院所在地：广东-广州,"渠道专员,护士,医疗美容现场咨询助理,整形外科主诊医师,皮肤美容师,网页设计师,客服导医,培训讲师,财务/会计助理,整形美容电话网络咨询师,整形美容现场咨询师",广州南珠国际整形医疗美容,专科医院 50~200人人
,,,
医院所在地：江西-景德镇,"骨科医生,手外科医生,麻醉医生",浮梁金氏正骨医院,其他 50~200人人
,,,
医院所在地：浙江-杭州,"移动医疗部-专员,医疗担当,血透中心技师/工程师,护理总监,医疗总监,血透中心护士,血透/肾内科医生,血透/肾内科医师(主治),血透室工程师,血透护理/血透护士,血透护理/血透护士,肾内科医师/血透医师,肾内科医师/血透医师",德理康健康管理（杭州）有限公司,医疗集团 少于50人人
,,,
医院所在地：湖北-荆州,"呼吸内科医生,放射医师,内科医师 ,检验医生,康复科医生,B超医生,妇科医生,护师,胃镜医师 ,心血管医师,护士",监利福星老年病医院,公立医院 50~200人人
,,,
医院所在地：广东-广州,"助理医师,预防接种护士,输液护士,家庭签约医生,中医/全科医师",广州市海珠区官洲街仑头社区卫生服务站,社区服务 少于50人人
,,,
医院所在地：广东-东莞,"包吃住急聘护士,高薪急聘药房,导医,前台客服,前台客服,b超医生,医学化验/检验,治疗护士",东莞塘厦九洲门诊部,私立医院 200~500人人
,,,
医院所在地：四川-成都,"网络推广,行政文员,影像彩超医生,导医,放射科主任,药房主任,肾内科医生,内科住院医生,病房护士,新媒体运营,病房护士长,业务副院长,医务部主任,市场转诊专员,彩超技师,文案策划",四川同爱慧康医院管理有限公司,私立医院 200~500人人
,,,
医院所在地：江苏-南通,"前台接待（实习兼职）,出纳,护士（中外合资）,护理师（美容师）",南通佑康母婴护理服务咨询有限公司,其他 50~200人人
,,,
医院所在地：湖南-郴州,"业务院长,药剂师,前台/导医,麻醉科,美容师,外科整形医生、医助,美容皮肤科,护士,现场咨询医生",郴州爱思特医疗美容医院,私立医院 50~200人人
,,,
医院所在地：江苏-南通,"护工,康复治疗士",南通万福护理院管理有限公司,其他 200~500人人
,,,
医院所在地：河南-郑州,"护士3-4人,助理3-4人,业务院长2-3人,主治医师3-4人,院长2-3人,医师3-4人,妇产科护士3-4人",前海洲际医生集团（深圳）有限公司,其他 少于50人人
,,,
医院所在地：江苏-南京,"整形医生,护士,网络咨询",南京曼陀罗整形美容医院,私立医院 少于50人人
,,,
医院所在地：浙江-杭州,"护工,放射科医生,中药房,康复针灸医师,护士,骨伤科医生,药剂师,住院医师,助理医生,中医科医师,化验/检验科医师,病房科主任",杭州萧山石岩医院,私立医院 200~500人人
,,,
医院所在地：辽宁-盘锦,"药剂师,化验师,信息设备员,护士,网络拓展,行政人事,市场人员,采购员,库管,收银,平面设计,医生,特检医师,验光师,内科医生,病案员,医护管理人员,财务主管,会计",盘锦爱尔眼科医院有限公司,私立医院 200~500人人
,,,
医院所在地：广东-东莞,"医助,网络咨询,皮肤科主任,渠道专员,现场咨询师主管,护士长,皮肤科医生,文案,前台导医,美工,品牌策划,竞价专员,渠道咨询,整形医生,护士",东莞市南城宝格丽医疗美容门诊部,其他 50~200人人
,,,
医院所在地：四川-成都,中医医师,彭州市军乐镇卫生院,其他 50~200人人
,,,
医院所在地：上海-浦东,"外科医生,内科医生,护士",上海天乐融健康管理有限公司,其他 少于50人人
,,,
医院所在地：广东-佛山,"药剂师,门诊主任,康复技师,康复科主任,康复医师,中医师,康复治疗师,护士,内科医师,全科医师,营养师,行政副院长",广东泰成逸园医疗养老有限公司,其他 50~200人人
,,,
医院所在地：浙江-嘉兴,"激光美容师,纹绣师,医美咨询师,急聘针灸推拿师,医美市场推广专员,小针刀医生,中药师,医学影像（Ｂ超）,护师,主管护师,内科住院医师,内科主治医师,康复理疗师,护士",平湖长红门诊部,专科医院 少于50人人
,,,
医院所在地：浙江-杭州,内科执业医师,杭州泰怡健康管理有限公司,其他 少于50人人
,,,
医院所在地：江苏-南通,"康复医师,康复治疗师长,心内科医生,呼吸内科医生",南通和佳康复医院,私立医院 200~500人人
,,,
医院所在地：河北-唐山,"美容师,现场咨询师,运营总监,整形院长,整形医生",唐山煤医尚美医疗美容有限公司,私立医院 少于50人人
,,,
医院所在地：上海-浦东,"外科医生,内科医生,护士",上海汇星金浦门诊部有限公司,其他 少于50人人
,,,
医院所在地：重庆-南岸区,"口腔正畸执业医师,口腔种植医生,口腔科护士,全科医生,实习口腔医生 护士,口腔医生,医疗咨询,现场医疗主管,种植护士,口腔护士长,消毒护士 ,前台 ,口腔助理医生",重庆美维口腔医院有限公司,私立医院 少于50人人
,,,
医院所在地：贵州-贵阳,"外科医生,内科医生,护士长,全科医生,护士",贵州安吉纳医疗投资有限公司,其他 200~500人人
,,,
医院所在地：上海-嘉定,"内科医生,外科医生,护士",上海贝瑞和康医学检验所有限公司,其他 少于50人人
,,,
医院所在地：江苏-南京,"全科医生,影像医生,公卫医生",南京市江宁区麒麟街道社区卫生服务中心,社区服务 50~200人人
,,,
医院所在地：陕西-西安,"药房,医技科室,检验师（士）,药剂师（士）,B超医生,医保专干,公卫医师,超声医生,放射医生,临床医生",陕西科技大学校医院,其他 500~1000人人
,,,
医院所在地：浙江-杭州,"病理诊断医师,医学检验/pcr,病理技术员,质谱技术员,生物样本库技术员,生物信息分析,医学检验,病理技术员,病理技术员,医学检验,医学检验",杭州同创医学检验实验室有限公司,其他 200~500人人
,,,
医院所在地：浙江-宁波,"皮肤科,西医临床（心血管内科学、神经内科方向）,中西医结合临床,康复医师(针灸推拿),护士,应届毕业生,心血管内科主治医师,放射科医生,麻醉医师",奉化爱伊美医院,专科医院 200~500人人
,,,
医院所在地：江苏-无锡,"放射科医生、主任,内科主任,护士,检验士,检验科主任,放射科医生,放射科主任,药师,药房主任,麻醉科,皮肤科,麻醉医生,外科医生,外科主任,普外科医生、副主任,妇科应届毕业生,内科医生,内科主治医师,护士,办公室主任,医务科科长,财务科科长",无锡华清医院,私立医院 200~500人人
,,,
医院所在地：湖南-长沙,"美容师,院长,销售护士,前台文员,针灸医生,医美光电操作医生,实习医生,整形外科医生  ,医美咨询师",长沙市悦妍堂纤体美容机构,其他 200~500人人
,,,
医院所在地：上海-闵行,"病理医生,市场专员,部门助理,细胞筛查医生,检验科实习生",上海艾迪康医学检验所有限公司,其他 200~500人人
,,,
医院所在地：江苏-无锡,"护士,中医医师 ",无锡市滨湖区荣巷街道社区卫生服务中心,社区服务 50~200人人
,,,
医院所在地：湖南-长沙,"护士,内科住院医生,中医内科医生",长沙雨花区圭塘街道长重社区卫生服务站,社区服务 50~200人人
,,,
医院所在地：福建-厦门,"中医医生,护士,内科全科医生,针灸推拿,内科医师,妇科医生",厦门思明嘉华门诊部,其他 50~200人人
,,,
医院所在地：四川-成都,"临床医生,医学检验医生,预防医生,中西医临床医生,口腔医生,麻醉医生,临床医学,针灸推拿医生,病理科医生,神经病科医生,中西医结合医生,外科医生,内科医生",成都市大邑县人民医院,公立医院 200~500人人
,,,
医院所在地：福建-福州,护士,福州经济技术开发区医院,私立医院 200~500人人
,,,
